test_index,ee_mse,obj_mse
0,0.0003922371834050864,0.000113507172500249
1,0.0004211322811897844,9.022466110764071e-05
2,0.0009062979370355606,0.0002482824493199587
3,0.00026902923127636313,0.00013499810302164406
4,0.0009982917690649629,0.00011235531565034762
5,6.493776891147718e-05,0.00048240236355923116
6,7.190416908997577e-06,0.000714314985089004
7,0.0015463882591575384,9.573188435751945e-05
8,0.0011447593569755554,0.00026973686181008816
9,0.0013092600274831057,0.0003960331087000668
10,0.0015818667598068714,0.0006782824639230967
11,0.0004314493853598833,0.0008000113302841783
12,0.000677189789712429,3.2621610444039106e-05
13,1.680180685070809e-05,7.432910933857784e-05
14,0.0018651355057954788,7.49666360206902e-05
15,0.00047051749425008893,0.0010536516783758998
16,0.0008642338216304779,0.0007344292826019228
17,0.0002643322222866118,0.000955020310357213
18,0.00023915570636745542,5.379689537221566e-05
19,0.00018905327306129038,6.94217742420733e-05
20,0.000253508536843583,5.960230919299647e-05
21,0.0005555199459195137,3.116614243481308e-05
22,0.00022363607422448695,0.00090672547230497
23,0.0006423937738873065,0.0003370983758941293
24,0.0003482605970930308,0.00021542971080634743
25,0.00033074375824071467,0.0004075843025930226
26,0.0002478861133567989,0.000590083422139287
27,0.00015435676323249936,0.0002211033715866506
28,0.0004210352199152112,0.0007734742830507457
29,0.0004384110798127949,3.151945202262141e-05
30,0.00024011731147766113,5.031867840443738e-05
31,3.416352046770044e-05,6.817504618084058e-05
32,0.000730386353097856,0.0001004401347017847
33,0.00018452135554980487,0.0003973327693529427
34,0.0009981642942875624,0.0004674966912716627
35,0.0002354611933697015,0.0012253302847966552
36,8.080263796728104e-05,0.00011121701390948147
37,0.0002578091516625136,0.0006529410020448267
38,0.0010142666287720203,8.628646901343018e-05
39,0.00014144931628834456,0.00012845821038354188
40,0.0003737092192750424,0.00018210869166068733
41,0.0005982387228868902,0.00020923266129102558
42,8.026373689062893e-05,0.0001783590851118788
43,0.0006328937015496194,0.00021159245807211846
44,0.00025802277377806604,5.2969229727750644e-05
45,0.0003692905593197793,0.00021595705766230822
46,0.0008308720425702631,0.0002517603279557079
47,0.00012995564611628652,0.00012566645455081016
48,0.0004301037988625467,5.3126990678720176e-05
49,0.00041787902591750026,0.00019605251145549119
50,0.00042102811858057976,0.0004799306916538626
51,0.0004315750556997955,0.0005334558663889766
52,0.000779737951233983,0.000165710283908993
53,0.00021663439110852778,0.00026153778890147805
54,3.5031273000640795e-05,0.00033984804758802056
55,0.0009259385988116264,0.004215877503156662
56,0.0002380314836045727,0.00027768584550358355
57,0.0002569805656094104,9.104511264013126e-05
58,0.00013410576502792537,6.056914207874797e-05
59,9.900151781039312e-05,3.795972224907018e-05
60,0.0002928628819063306,0.0003972529375459999
61,6.830829079262912e-05,0.0003730450989678502
62,0.00028023653430864215,0.000101824953162577
63,0.0005665408680215478,0.0002506200398784131
64,0.0004596810322254896,0.0005413295584730804
65,5.987609984003939e-05,0.0008835732587613165
66,0.00035402001230977476,2.9667611670447513e-05
67,0.0002489844337105751,0.0005573585513047874
68,0.0020670564845204353,0.00010926817776635289
69,0.0010199478128924966,0.0008137868717312813
70,0.0002763932279776782,4.4322274334263057e-05
71,0.0015022472944110632,0.004011253360658884
72,0.0003207474946975708,0.00022815915872342885
73,0.00036083036684431136,6.120646867202595e-05
74,0.00019464988145045936,0.00021619690232910216
75,0.0002708978427108377,0.00013973544992040843
76,0.000718946976121515,0.00039188910159282386
77,0.0007274558884091675,4.089403955731541e-05
78,0.00023601166321896017,3.8048732676543295e-05
79,0.0002756817848421633,0.0003026130434591323
80,0.00010501773795112967,0.0007102018571458757
81,0.00029606171301566064,0.00010005073272623122
82,0.0013730955542996526,0.007275962270796299
83,0.0005281780613586307,0.00018364802235737443
84,0.00019022999913431704,0.0011061221593990922
85,0.00047666020691394806,5.4982101573841646e-05
86,0.0006449628854170442,0.00020847623818553984
87,0.0006477916613221169,0.00033740047365427017
88,0.00034518560278229415,0.00021680699137505144
89,0.0004142702091485262,0.00022082438226789236
90,0.00024303198733832687,0.00016069135745055974
91,0.00015540530148427933,9.749918535817415e-05
92,6.344116263790056e-05,0.00018166302470490336
93,0.0014394267927855253,3.383334478712641e-05
94,0.00020622099691536278,4.841250120080076e-05
95,0.0023644138127565384,4.720464494312182e-05
96,0.0015970919048413634,0.00021742683020420372
97,0.0011208755895495415,9.54954739427194e-05
98,0.0002448040177114308,0.00010124953405465931
99,0.0004292007361073047,0.00016686446906533092
