iteration,nll_loss
0,1.206283688545227
1,1.1804512739181519
2,1.203115463256836
3,1.2047518491744995
4,1.1881449222564697
5,1.1881636381149292
6,1.181992530822754
7,1.1810287237167358
8,1.174994707107544
9,1.1821515560150146
10,1.1645424365997314
11,1.1684141159057617
12,1.1660525798797607
13,1.1673327684402466
14,1.1544363498687744
15,1.1651707887649536
16,1.1502829790115356
17,1.1442750692367554
18,1.14713716506958
19,1.1493040323257446
20,1.1372405290603638
21,1.1384437084197998
22,1.1277707815170288
23,1.1192448139190674
24,1.1261624097824097
25,1.11147141456604
26,1.1093835830688477
27,1.1017661094665527
28,1.096867322921753
29,1.0950270891189575
30,1.083485722541809
31,1.0761507749557495
32,1.0672597885131836
33,1.074669599533081
34,1.0571331977844238
35,1.0501444339752197
36,1.0324057340621948
37,1.0156474113464355
38,1.004912257194519
39,0.9810718297958374
40,0.9699904322624207
41,0.9493594765663147
42,0.9313369989395142
43,0.9029061198234558
44,0.8713663816452026
45,0.8380300402641296
46,0.7995618581771851
47,0.7610069513320923
48,0.7180318236351013
49,0.680733859539032
50,0.6374800801277161
51,0.609031081199646
52,0.5854142308235168
53,0.5553622245788574
54,0.5451744794845581
55,0.541907548904419
56,0.5283905267715454
57,0.5049521923065186
58,0.46682438254356384
59,0.44481712579727173
60,0.4118044972419739
61,0.3681798577308655
62,0.35731828212738037
63,0.3357866406440735
64,0.31090641021728516
65,0.30736008286476135
66,0.27192422747612
67,0.23907844722270966
68,0.1974286288022995
69,0.16277317702770233
70,0.1402723342180252
71,0.13529393076896667
72,0.0869387537240982
73,0.05589926615357399
74,0.005687168333679438
75,-0.01607978343963623
76,-0.014833420515060425
77,-0.08762155473232269
78,-0.09043814986944199
79,-0.13797037303447723
80,-0.16519896686077118
81,-0.19832845032215118
82,-0.21610763669013977
83,-0.2655082941055298
84,-0.2876671254634857
85,-0.3384590744972229
86,-0.3432666063308716
87,-0.34139469265937805
88,-0.4598945379257202
89,-0.45177748799324036
90,-0.4948105812072754
91,-0.47872641682624817
92,-0.5725640654563904
93,-0.5776446461677551
94,-0.620031476020813
95,-0.6264714002609253
96,-0.6647469997406006
97,-0.7320647835731506
98,-0.730265736579895
99,-0.8323143720626831
100,-0.786719024181366
101,-0.8268784880638123
102,-0.825373649597168
103,-0.7651666402816772
104,-0.8586618900299072
105,-0.824629545211792
106,-0.8453345894813538
107,-0.8595425486564636
108,-0.8599342107772827
109,-0.8735044598579407
110,-0.8776876330375671
111,-0.9034403562545776
112,-0.847459614276886
113,-0.8965072631835938
114,-0.8608635663986206
115,-0.9053346514701843
116,-0.9339417815208435
117,-0.8579946756362915
118,-0.8759715557098389
119,-0.8941916227340698
120,-0.7981560230255127
121,-0.8947523236274719
122,-0.8951774835586548
123,-0.9209931492805481
124,-0.9034786224365234
125,-0.8865883350372314
126,-0.8730167746543884
127,-0.8698071837425232
128,-0.8875585794448853
129,-0.9167922139167786
130,-0.8514419794082642
131,-0.9101709723472595
132,-0.9198246002197266
133,-0.9137486219406128
134,-0.9347283840179443
135,-0.953239381313324
136,-0.8974617719650269
137,-0.8684638738632202
138,-0.9223275780677795
139,-0.8599034547805786
140,-0.9125286936759949
141,-0.9237340092658997
142,-0.9172598719596863
143,-0.8751493692398071
144,-0.925818920135498
145,-0.9405049681663513
146,-0.8683472275733948
147,-0.8930177092552185
148,-0.9254070520401001
149,-0.9212356209754944
150,-0.8720470666885376
151,-0.7832639217376709
152,-0.9131078720092773
153,-0.8280837535858154
154,-0.880402684211731
155,-0.9250445365905762
156,-0.8253880143165588
157,-0.8743423819541931
158,-0.865062415599823
159,-0.9046025276184082
160,-0.840063750743866
161,-0.788190484046936
162,-0.9016230702400208
163,-0.9419695734977722
164,-0.9454751014709473
165,-0.8803874254226685
166,-0.94966721534729
167,-0.8950080275535583
168,-0.8868144750595093
169,-0.8997085094451904
170,-0.9190418720245361
171,-0.9136242270469666
172,-0.9230434894561768
173,-0.8971163034439087
174,-0.9058336019515991
175,-0.8805832266807556
176,-0.9369476437568665
177,-0.9338052868843079
178,-0.8952580690383911
179,-0.9410151243209839
180,-0.900864839553833
181,-0.9429920315742493
182,-0.9412684440612793
183,-0.9365413188934326
184,-0.9227111339569092
185,-0.9532619714736938
186,-0.9126280546188354
187,-0.9245846271514893
188,-0.9200263619422913
189,-0.9096919894218445
190,-0.8756886124610901
191,-0.933146059513092
192,-0.9517281651496887
193,-0.8991764187812805
194,-0.8501725196838379
195,-0.9063308835029602
196,-0.936307430267334
197,-0.8830118179321289
198,-0.8779970407485962
199,-0.8803394436836243
200,-0.9231115579605103
201,-0.9339878559112549
202,-0.8953353762626648
203,-0.9340144395828247
204,-0.8862408399581909
205,-0.8343728184700012
206,-0.9061363339424133
207,-0.8341986536979675
208,-0.9238719940185547
209,-0.8697524070739746
210,-0.9214423298835754
211,-0.9119967222213745
212,-0.9158045649528503
213,-0.9788403511047363
214,-0.9688555002212524
215,-0.900239884853363
216,-0.9192282557487488
217,-0.9046331644058228
218,-0.9064422249794006
219,-0.9291343688964844
220,-0.8850537538528442
221,-0.9554117918014526
222,-0.9605898857116699
223,-0.8993011116981506
224,-0.9226633310317993
225,-0.8699924349784851
226,-0.9610308408737183
227,-0.9316805005073547
228,-0.9058024883270264
229,-0.9224650263786316
230,-0.9139450192451477
231,-0.9473922252655029
232,-0.9346389770507812
233,-0.9398479461669922
234,-0.845331072807312
235,-0.8868335485458374
236,-0.9234967827796936
237,-0.8795483112335205
238,-0.9404565691947937
239,-0.9808366894721985
240,-0.9470776915550232
241,-0.9678252935409546
