episode,total_reward,rps,avg_reward_100,avg_rps_100,epsilon,loss
451,5.9866,0.1197,6.814,0.1363,0.05,0.614006
452,8.0178,0.1604,6.8587,0.1372,0.05,0.498737
453,3.5916,0.0718,6.843,0.1369,0.05,0.545721
454,3.0066,0.0601,6.8457,0.1369,0.05,0.516787
455,3.6871,0.0737,6.8257,0.1365,0.05,0.48894
456,1.6007,0.032,6.6056,0.1321,0.05,0.522231
457,4.4536,0.0891,6.5971,0.1319,0.05,0.475356
458,2.916,0.0583,6.5824,0.1316,0.05,0.530314
459,2.6373,0.0527,6.5701,0.1314,0.05,0.56784
460,4.4401,0.0888,6.57,0.1314,0.05,0.553593
461,5.7225,0.1145,6.5999,0.132,0.05,0.570348
462,26.6467,0.5329,6.8196,0.1364,0.05,0.529882
463,6.9941,0.1399,6.8514,0.137,0.05,0.464888
464,5.6423,0.1128,6.8729,0.1375,0.05,0.578374
465,4.7499,0.095,6.8728,0.1375,0.05,0.558989
466,4.4291,0.0886,6.8698,0.1374,0.05,0.468113
467,4.4938,0.0899,6.8841,0.1377,0.05,0.57506
468,2.3172,0.0463,6.8194,0.1364,0.05,0.635931
469,13.3035,0.2661,6.8087,0.1362,0.05,0.536472
470,3.252,0.065,6.7589,0.1352,0.05,0.519424
471,3.818,0.0764,6.7694,0.1354,0.05,0.577376
472,6.2444,0.1249,6.5695,0.1314,0.05,0.602857
473,3.3146,0.0663,6.4352,0.1287,0.05,0.531666
474,1.9572,0.0391,6.4239,0.1285,0.05,0.594221
475,3.9175,0.0784,6.422,0.1284,0.05,0.660115
476,6.3933,0.1279,6.4281,0.1286,0.05,0.538579
477,5.4685,0.1094,6.4392,0.1288,0.05,0.580759
478,5.2816,0.1056,6.4219,0.1284,0.05,0.53376
479,5.017,0.1003,6.4335,0.1287,0.05,0.552747
480,3.1623,0.0632,6.2398,0.1248,0.05,0.499492
481,4.1441,0.0829,6.2384,0.1248,0.05,0.531165
482,3.4768,0.0695,6.2356,0.1247,0.05,0.552958
483,4.5094,0.0902,6.2532,0.1251,0.05,0.522141
484,2.6969,0.0539,6.2572,0.1251,0.05,0.500501
485,3.2186,0.0644,6.2422,0.1248,0.05,0.480889
486,5.7576,0.1152,6.2573,0.1251,0.05,0.581793
487,12.4832,0.2497,6.3481,0.127,0.05,0.572461
488,5.486,0.1097,6.3672,0.1273,0.05,0.550341
489,3.7695,0.0754,6.0327,0.1207,0.05,0.585746
490,4.8882,0.0978,6.0107,0.1202,0.05,0.504414
491,2.9938,0.0599,6.0101,0.1202,0.05,0.641391
492,5.219,0.1044,6.0391,0.1208,0.05,0.480511
493,4.1414,0.0828,6.0207,0.1204,0.05,0.469114
494,8.2005,0.164,6.0752,0.1215,0.05,0.573314
495,7.3468,0.1469,6.0995,0.122,0.05,0.588466
496,4.6211,0.0924,6.1125,0.1223,0.05,0.533078
497,5.7761,0.1155,6.1143,0.1223,0.05,0.557766
498,6.8358,0.1367,6.1088,0.1222,0.05,0.566812
499,2.0691,0.0414,6.0926,0.1219,0.05,0.480605
500,8.8477,0.177,6.1511,0.123,0.05,0.545512
501,3.3194,0.0664,6.1335,0.1227,0.05,0.461867
502,6.0269,0.1205,6.1615,0.1232,0.05,0.490365
503,6.4985,0.13,6.113,0.1223,0.05,0.501367
504,8.1523,0.163,6.1475,0.1229,0.05,0.472102
505,6.119,0.1224,6.185,0.1237,0.05,0.581019
506,2.8555,0.0571,6.0883,0.1218,0.05,0.517277
507,3.7496,0.075,6.0553,0.1211,0.05,0.508845
508,4.5705,0.0914,5.9546,0.1191,0.05,0.581967
509,13.7709,0.2754,6.0506,0.121,0.05,0.563389
510,5.0954,0.1019,6.0473,0.1209,0.05,0.524682
511,4.8783,0.0976,5.745,0.1149,0.05,0.542884
512,4.0791,0.0816,5.5918,0.1118,0.05,0.595627
513,4.7675,0.0953,5.6085,0.1122,0.05,0.476141
514,4.5345,0.0907,5.6094,0.1122,0.05,0.473812
515,4.8778,0.0976,5.6071,0.1121,0.05,0.586956
516,3.6381,0.0728,5.5416,0.1108,0.05,0.573439
517,5.557,0.1111,5.5579,0.1112,0.05,0.517665
518,3.3473,0.0669,5.5593,0.1112,0.05,0.479835
519,23.8642,0.4773,5.7604,0.1152,0.05,0.462786
520,5.8859,0.1177,5.7834,0.1157,0.05,0.557108
521,5.7962,0.1159,5.7482,0.115,0.05,0.539432
522,26.2765,0.5255,5.9637,0.1193,0.05,0.541137
523,2.9488,0.059,5.9679,0.1194,0.05,0.593082
524,3.7579,0.0752,5.977,0.1195,0.05,0.480854
525,6.3218,0.1264,5.9861,0.1197,0.05,0.55062
526,3.9012,0.078,5.9797,0.1196,0.05,0.582083
527,5.2477,0.105,5.9748,0.1195,0.05,0.48883
528,3.3114,0.0662,5.9689,0.1194,0.05,0.644935
529,2.1314,0.0426,5.9604,0.1192,0.05,0.622864
530,4.9238,0.0985,5.9768,0.1195,0.05,0.457291
531,8.549,0.171,6.0197,0.1204,0.05,0.515463
532,4.3099,0.0862,6.0027,0.1201,0.05,0.555279
533,2.0559,0.0411,5.9938,0.1199,0.05,0.552876
534,14.773,0.2955,6.1116,0.1222,0.05,0.515755
535,6.0307,0.1206,6.0963,0.1219,0.05,0.635596
536,19.1387,0.3828,6.2379,0.1248,0.05,0.479515
537,4.0138,0.0803,6.2411,0.1248,0.05,0.561747
538,2.9916,0.0598,6.2226,0.1245,0.05,0.609641
539,3.5396,0.0708,6.1984,0.124,0.05,0.533504
540,5.5487,0.111,6.1618,0.1232,0.05,0.584476
541,5.3238,0.1065,6.059,0.1212,0.05,0.564838
542,5.4538,0.1091,6.0687,0.1214,0.05,0.542961
543,6.5009,0.13,6.0938,0.1219,0.05,0.560342
544,6.1142,0.1223,6.1093,0.1222,0.05,0.592333
545,2.8187,0.0564,6.0445,0.1209,0.05,0.40825
546,15.1129,0.3023,6.1191,0.1224,0.05,0.564401
547,4.4967,0.0899,6.0642,0.1213,0.05,0.613109
548,7.1048,0.1421,6.1024,0.122,0.05,0.411225
549,3.8475,0.0769,5.9166,0.1183,0.05,0.566962
550,6.2671,0.1253,5.9314,0.1186,0.05,0.541563
551,5.8744,0.1175,5.9303,0.1186,0.05,0.566301
552,4.3372,0.0867,5.8935,0.1179,0.05,0.633728
553,3.5721,0.0714,5.8933,0.1179,0.05,0.5576
554,4.966,0.0993,5.9129,0.1183,0.05,0.535692
555,9.8034,0.1961,5.974,0.1195,0.05,0.488993
556,3.5063,0.0701,5.9931,0.1199,0.05,0.582326
557,6.6382,0.1328,6.0149,0.1203,0.05,0.58573
558,13.5629,0.2713,6.1214,0.1224,0.05,0.476905
559,3.729,0.0746,6.1323,0.1226,0.05,0.635077
560,4.2138,0.0843,6.1301,0.1226,0.05,0.614112
561,5.0384,0.1008,6.1232,0.1225,0.05,0.471775
562,10.6347,0.2127,5.9631,0.1193,0.05,0.605778
563,4.8396,0.0968,5.9416,0.1188,0.05,0.538069
564,3.4161,0.0683,5.9193,0.1184,0.05,0.620271
565,23.8596,0.4772,6.1104,0.1222,0.05,0.666492
566,5.4166,0.1083,6.1203,0.1224,0.05,0.556409
567,5.4173,0.1083,6.1295,0.1226,0.05,0.530826
568,6.6686,0.1334,6.173,0.1235,0.05,0.629156
569,11.118,0.2224,6.1512,0.123,0.05,0.494234
570,9.2205,0.1844,6.2108,0.1242,0.05,0.578514
571,6.8744,0.1375,6.2414,0.1248,0.05,0.560277
572,6.7456,0.1349,6.2464,0.1249,0.05,0.67571
573,6.5905,0.1318,6.2792,0.1256,0.05,0.575144
574,5.7981,0.116,6.3176,0.1264,0.05,0.613526
575,2.929,0.0586,6.3077,0.1262,0.05,0.595603
576,3.2924,0.0658,6.2767,0.1255,0.05,0.45212
577,4.7574,0.0951,6.2696,0.1254,0.05,0.639278
578,15.2514,0.305,6.3693,0.1274,0.05,0.466067
579,6.8967,0.1379,6.3881,0.1278,0.05,0.604977
580,14.3261,0.2865,6.4997,0.13,0.05,0.537224
581,6.5454,0.1309,6.5237,0.1305,0.05,0.534775
582,8.9541,0.1791,6.5785,0.1316,0.05,0.504551
583,5.2717,0.1054,6.5861,0.1317,0.05,0.498738
584,3.7509,0.075,6.5967,0.1319,0.05,0.530417
585,2.6717,0.0534,6.5912,0.1318,0.05,0.449396
586,9.6805,0.1936,6.6304,0.1326,0.05,0.644103
587,12.5258,0.2505,6.6309,0.1326,0.05,0.627082
588,4.3807,0.0876,6.6198,0.1324,0.05,0.535484
589,3.9525,0.079,6.6216,0.1324,0.05,0.604995
590,5.2293,0.1046,6.625,0.1325,0.05,0.587152
591,5.0219,0.1004,6.6453,0.1329,0.05,0.568458
592,23.5162,0.4703,6.8283,0.1366,0.05,0.605694
593,3.3243,0.0665,6.8201,0.1364,0.05,0.519975
594,29.742,0.5948,7.0355,0.1407,0.05,0.456652
595,6.0235,0.1205,7.0223,0.1404,0.05,0.513363
596,10.5952,0.2119,7.082,0.1416,0.05,0.500095
597,4.6605,0.0932,7.0709,0.1414,0.05,0.582695
598,11.6155,0.2323,7.1187,0.1424,0.05,0.574214
599,5.7535,0.1151,7.1555,0.1431,0.05,0.551598
600,6.8549,0.1371,7.1356,0.1427,0.05,0.52615
601,7.1109,0.1422,7.1735,0.1435,0.05,0.565613
602,4.6407,0.0928,7.1597,0.1432,0.05,0.533001
603,5.3566,0.1071,7.1482,0.143,0.05,0.544645
604,6.2148,0.1243,7.1289,0.1426,0.05,0.473651
605,3.3039,0.0661,7.1007,0.142,0.05,0.631615
606,3.6517,0.073,7.1087,0.1422,0.05,0.669292
607,6.2856,0.1257,7.134,0.1427,0.05,0.593861
608,7.5848,0.1517,7.1642,0.1433,0.05,0.478569
609,13.2355,0.2647,7.1588,0.1432,0.05,0.577225
610,4.3945,0.0879,7.1518,0.143,0.05,0.534881
611,5.3781,0.1076,7.1568,0.1431,0.05,0.583876
612,5.5189,0.1104,7.1712,0.1434,0.05,0.59241
613,4.9601,0.0992,7.1731,0.1435,0.05,0.562223
614,4.5371,0.0907,7.1732,0.1435,0.05,0.666828
615,4.7827,0.0957,7.1722,0.1434,0.05,0.57071
616,2.5639,0.0513,7.1615,0.1432,0.05,0.589891
617,5.4118,0.1082,7.16,0.1432,0.05,0.583695
618,6.0613,0.1212,7.1872,0.1437,0.05,0.613495
619,4.3318,0.0866,6.9918,0.1398,0.05,0.540043
620,4.9958,0.0999,6.9829,0.1397,0.05,0.581581
621,4.6309,0.0926,6.9713,0.1394,0.05,0.611383
622,16.3673,0.3273,6.8722,0.1374,0.05,0.616615
623,4.4026,0.0881,6.8867,0.1377,0.05,0.545435
624,3.874,0.0775,6.8879,0.1378,0.05,0.590869
625,4.921,0.0984,6.8739,0.1375,0.05,0.557321
626,2.7668,0.0553,6.8625,0.1373,0.05,0.564461
627,6.569,0.1314,6.8757,0.1375,0.05,0.661223
628,6.2013,0.124,6.9046,0.1381,0.05,0.549761
629,4.6004,0.092,6.9293,0.1386,0.05,0.713355
630,6.4373,0.1287,6.9445,0.1389,0.05,0.481973
631,4.6565,0.0931,6.9055,0.1381,0.05,0.586293
632,7.0028,0.1401,6.9325,0.1386,0.05,0.608504
633,3.8147,0.0763,6.9501,0.139,0.05,0.612407
634,4.4772,0.0895,6.8471,0.1369,0.05,0.518899
635,4.5134,0.0903,6.8319,0.1366,0.05,0.580703
636,5.2238,0.1045,6.6928,0.1339,0.05,0.583054
637,4.6362,0.0927,6.699,0.134,0.05,0.504127
638,2.3813,0.0476,6.6929,0.1339,0.05,0.506087
639,4.2823,0.0856,6.7003,0.134,0.05,0.646085
640,2.4858,0.0497,6.6697,0.1334,0.05,0.582892
641,3.5234,0.0705,6.6517,0.133,0.05,0.641067
642,5.6944,0.1139,6.6541,0.1331,0.05,0.584143
643,4.4683,0.0894,6.6338,0.1327,0.05,0.605527
644,4.3106,0.0862,6.6157,0.1323,0.05,0.627613
645,3.0429,0.0609,6.618,0.1324,0.05,0.554046
646,5.1248,0.1025,6.5181,0.1304,0.05,0.632055
647,4.3932,0.0879,6.5171,0.1303,0.05,0.550556
648,6.8801,0.1376,6.5148,0.1303,0.05,0.477003
649,4.5392,0.0908,6.5217,0.1304,0.05,0.57811
650,4.7166,0.0943,6.5062,0.1301,0.05,0.601776
651,9.6343,0.1927,6.5438,0.1309,0.05,0.525136
652,5.3264,0.1065,6.5537,0.1311,0.05,0.545952
653,4.5024,0.09,6.563,0.1313,0.05,0.638396
654,5.0647,0.1013,6.564,0.1313,0.05,0.621289
655,4.7112,0.0942,6.5131,0.1303,0.05,0.674738
656,7.0786,0.1416,6.5488,0.131,0.05,0.593956
657,5.2423,0.1048,6.5349,0.1307,0.05,0.579454
658,3.1226,0.0625,6.4305,0.1286,0.05,0.555665
659,6.6257,0.1325,6.4594,0.1292,0.05,0.571762
660,4.5278,0.0906,6.4626,0.1293,0.05,0.656746
661,5.2004,0.104,6.4642,0.1293,0.05,0.692114
662,43.2372,0.8647,6.7902,0.1358,0.05,0.572812
663,5.32,0.1064,6.795,0.1359,0.05,0.617374
664,10.4711,0.2094,6.8656,0.1373,0.05,0.494912
665,4.7487,0.095,6.6745,0.1335,0.05,0.72653
666,4.8913,0.0978,6.6692,0.1334,0.05,0.516799
667,7.2166,0.1443,6.6872,0.1337,0.05,0.640793
668,14.321,0.2864,6.7637,0.1353,0.05,0.667116
669,4.9742,0.0995,6.7023,0.134,0.05,0.605521
670,4.7494,0.095,6.6576,0.1332,0.05,0.603179
671,8.4054,0.1681,6.6729,0.1335,0.05,0.638063
672,8.0857,0.1617,6.6863,0.1337,0.05,0.463776
673,4.0032,0.0801,6.6604,0.1332,0.05,0.584751
674,5.0729,0.1015,6.6532,0.1331,0.05,0.668292
675,5.5859,0.1117,6.6797,0.1336,0.05,0.586047
676,7.3694,0.1474,6.7205,0.1344,0.05,0.642171
677,4.8967,0.0979,6.7219,0.1344,0.05,0.576328
678,4.7417,0.0948,6.6168,0.1323,0.05,0.685343
679,3.6186,0.0724,6.584,0.1317,0.05,0.549773
680,3.493,0.0699,6.4757,0.1295,0.05,0.575141
681,5.8843,0.1177,6.4691,0.1294,0.05,0.625304
682,6.649,0.133,6.446,0.1289,0.05,0.636854
683,4.1265,0.0825,6.4346,0.1287,0.05,0.617383
684,7.3422,0.1468,6.4705,0.1294,0.05,0.605837
685,4.8697,0.0974,6.4925,0.1298,0.05,0.6334
686,3.3094,0.0662,6.4287,0.1286,0.05,0.641059
687,3.8625,0.0773,6.3421,0.1268,0.05,0.571134
688,5.537,0.1107,6.3537,0.1271,0.05,0.467566
689,15.0262,0.3005,6.4644,0.1293,0.05,0.630257
690,4.4693,0.0894,6.4568,0.1291,0.05,0.759842
691,12.9967,0.2599,6.5366,0.1307,0.05,0.501767
692,3.7782,0.0756,6.3392,0.1268,0.05,0.616607
693,8.1951,0.1639,6.3879,0.1278,0.05,0.747323
694,5.0864,0.1017,6.1413,0.1228,0.05,0.672192
695,5.1928,0.1039,6.133,0.1227,0.05,0.633123
696,4.3723,0.0874,6.0708,0.1214,0.05,0.754144
697,4.7545,0.0951,6.0717,0.1214,0.05,0.61183
698,6.0794,0.1216,6.0164,0.1203,0.05,0.74913
699,5.8367,0.1167,6.0172,0.1203,0.05,0.592337
700,8.9863,0.1797,6.0385,0.1208,0.05,0.661925
701,6.5224,0.1304,6.0326,0.1207,0.05,0.531035
702,3.7601,0.0752,6.0238,0.1205,0.05,0.717569
703,5.6955,0.1139,6.0272,0.1205,0.05,0.598578
704,4.2819,0.0856,6.0079,0.1202,0.05,0.606329
705,3.76,0.0752,6.0125,0.1202,0.05,0.712612
706,2.3989,0.048,5.9999,0.12,0.05,0.619254
707,3.6959,0.0739,5.974,0.1195,0.05,0.609916
708,8.1776,0.1636,5.98,0.1196,0.05,0.661393
709,3.7413,0.0748,5.885,0.1177,0.05,0.581431
710,30.7944,0.6159,6.149,0.123,0.05,0.522753
711,3.7544,0.0751,6.1328,0.1227,0.05,0.632909
712,6.2693,0.1254,6.1403,0.1228,0.05,0.688109
713,4.6325,0.0926,6.137,0.1227,0.05,0.724652
714,15.0888,0.3018,6.2425,0.1249,0.05,0.604987
715,6.2188,0.1244,6.2569,0.1251,0.05,0.62247
716,6.091,0.1218,6.2921,0.1258,0.05,0.617813
717,16.4672,0.3293,6.4027,0.1281,0.05,0.735274
718,3.4367,0.0687,6.3765,0.1275,0.05,0.638651
719,4.0792,0.0816,6.3739,0.1275,0.05,0.672597
720,5.7743,0.1155,6.3817,0.1276,0.05,0.585403
721,2.4167,0.0483,6.3596,0.1272,0.05,0.667691
722,5.2676,0.1054,6.2486,0.125,0.05,0.633022
723,8.1335,0.1627,6.2859,0.1257,0.05,0.711692
724,3.9835,0.0797,6.287,0.1257,0.05,0.764245
725,4.9615,0.0992,6.2874,0.1257,0.05,0.617962
726,4.5117,0.0902,6.3048,0.1261,0.05,0.704659
727,3.473,0.0695,6.2739,0.1255,0.05,0.536742
728,9.5693,0.1914,6.3076,0.1262,0.05,0.659904
729,3.6575,0.0732,6.2981,0.126,0.05,0.644148
730,7.1109,0.1422,6.3049,0.1261,0.05,0.682138
731,4.8715,0.0974,6.307,0.1261,0.05,0.56942
732,9.73,0.1946,6.3343,0.1267,0.05,0.640484
733,4.2078,0.0842,6.3382,0.1268,0.05,0.751625
734,6.3247,0.1265,6.3567,0.1271,0.05,0.631151
735,4.9417,0.0988,6.361,0.1272,0.05,0.562847
736,3.6941,0.0739,6.3457,0.1269,0.05,0.632759
737,4.537,0.0907,6.3447,0.1269,0.05,0.640416
738,5.3032,0.1061,6.3739,0.1275,0.05,0.685826
739,4.969,0.0994,6.3808,0.1276,0.05,0.671875
740,4.635,0.0927,6.4023,0.128,0.05,0.634769
741,3.1442,0.0629,6.3985,0.128,0.05,0.601131
742,26.3646,0.5273,6.6052,0.1321,0.05,0.515201
743,3.5162,0.0703,6.5957,0.1319,0.05,0.586154
744,4.1439,0.0829,6.594,0.1319,0.05,0.651319
745,4.1154,0.0823,6.6047,0.1321,0.05,0.540115
746,3.3701,0.0674,6.5872,0.1317,0.05,0.775656
747,6.155,0.1231,6.6048,0.1321,0.05,0.627533
748,5.4684,0.1094,6.5907,0.1318,0.05,0.610641
749,5.8405,0.1168,6.6037,0.1321,0.05,0.694399
750,5.7111,0.1142,6.6136,0.1323,0.05,0.676668
751,23.0975,0.4619,6.7483,0.135,0.05,0.514628
752,12.1092,0.2422,6.8161,0.1363,0.05,0.635554
753,3.7759,0.0755,6.8088,0.1362,0.05,0.619505
754,4.9405,0.0988,6.8076,0.1362,0.05,0.565505
755,5.3733,0.1075,6.8142,0.1363,0.05,0.669647
756,7.0569,0.1411,6.814,0.1363,0.05,0.607932
757,7.721,0.1544,6.8388,0.1368,0.05,0.726515
758,3.6609,0.0732,6.8441,0.1369,0.05,0.687627
759,5.6288,0.1126,6.8342,0.1367,0.05,0.753148
760,8.5742,0.1715,6.8746,0.1375,0.05,0.694691
761,6.0507,0.121,6.8831,0.1377,0.05,0.730633
762,3.6489,0.073,6.4873,0.1297,0.05,0.583708
763,43.6685,0.8734,6.8707,0.1374,0.05,0.772163
764,4.2306,0.0846,6.8083,0.1362,0.05,0.586936
765,5.159,0.1032,6.8124,0.1362,0.05,0.700512
766,4.7418,0.0948,6.811,0.1362,0.05,0.638798
767,3.2893,0.0658,6.7717,0.1354,0.05,0.655541
768,3.9042,0.0781,6.6675,0.1334,0.05,0.723243
769,5.5859,0.1117,6.6736,0.1335,0.05,0.728341
770,3.7478,0.075,6.6636,0.1333,0.05,0.628396
771,3.8032,0.0761,6.6176,0.1324,0.05,0.69794
772,4.9747,0.0995,6.5865,0.1317,0.05,0.6214
773,4.9461,0.0989,6.5959,0.1319,0.05,0.762336
774,5.5335,0.1107,6.6005,0.132,0.05,0.616116
775,16.2387,0.706,6.707,0.138,0.05,0.690674
776,24.9903,0.4998,6.8833,0.1415,0.05,0.634759
777,14.2331,0.2847,6.9766,0.1433,0.05,0.808575
778,4.8737,0.0975,6.9779,0.1434,0.05,0.688873
779,5.5787,0.1116,6.9975,0.1438,0.05,0.623925
780,7.2727,0.1455,7.0353,0.1445,0.05,0.728463
781,5.8384,0.1168,7.0349,0.1445,0.05,0.615367
782,4.8935,0.0979,7.0173,0.1442,0.05,0.656993
783,6.595,0.1319,7.042,0.1447,0.05,0.708395
784,6.6575,0.1332,7.0352,0.1445,0.05,0.68118
785,4.5273,0.0905,7.0317,0.1444,0.05,0.628154
786,5.6316,0.1126,7.055,0.1449,0.05,0.758931
787,4.6012,0.092,7.0623,0.1451,0.05,0.543975
788,4.1633,0.0833,7.0486,0.1448,0.05,0.758918
789,6.3086,0.1262,6.9614,0.143,0.05,0.63135
790,4.1197,0.0824,6.9579,0.143,0.05,0.598596
791,4.4557,0.0891,6.8725,0.1413,0.05,0.743354
792,6.0404,0.1208,6.8951,0.1417,0.05,0.693171
793,7.4401,0.1488,6.8876,0.1416,0.05,0.62381
794,5.7997,0.116,6.8947,0.1417,0.05,0.68108
795,14.9772,0.2995,6.9926,0.1437,0.05,0.694085
796,4.3002,0.086,6.9918,0.1436,0.05,0.620634
797,5.7279,0.1146,7.0016,0.1438,0.05,0.684014
798,3.9348,0.0787,6.9801,0.1434,0.05,0.67581
799,5.8668,0.1173,6.9804,0.1434,0.05,0.671811
800,16.4624,0.3292,7.0552,0.1449,0.05,0.631519
801,13.9666,0.2793,7.1296,0.1464,0.05,0.66616
802,4.582,0.0916,7.1379,0.1466,0.05,0.696625
803,5.3203,0.1064,7.1341,0.1465,0.05,0.580688
804,8.8175,0.1763,7.1795,0.1474,0.05,0.696888
805,5.0733,0.1015,7.1926,0.1477,0.05,0.657666
806,3.4848,0.0697,7.2035,0.1479,0.05,0.62345
807,4.1798,0.0836,7.2083,0.148,0.05,0.65832
808,5.4255,0.1085,7.1808,0.1474,0.05,0.64751
809,6.924,0.1385,7.2126,0.1481,0.05,0.594852
810,8.2653,0.1653,6.9873,0.1436,0.05,0.720325
811,13.0032,0.2601,7.0798,0.1454,0.05,0.720716
812,3.8373,0.0767,7.0555,0.1449,0.05,0.637211
813,4.7607,0.0952,7.0568,0.1449,0.05,0.761656
814,4.9837,0.0997,6.9557,0.1429,0.05,0.667545
815,4.8544,0.0971,6.9421,0.1427,0.05,0.702355
816,6.2502,0.125,6.9437,0.1427,0.05,0.635656
817,5.4917,0.1098,6.8339,0.1405,0.05,0.638796
818,9.6065,0.1921,6.8956,0.1417,0.05,0.666215
819,9.1238,0.1825,6.946,0.1427,0.05,0.640886
820,8.095,0.1619,6.9693,0.1432,0.05,0.652005
821,4.5358,0.0907,6.9904,0.1436,0.05,0.704655
822,4.1812,0.0836,6.9796,0.1434,0.05,0.688932
823,5.6297,0.1126,6.9545,0.1429,0.05,0.670702
824,7.5691,0.1514,6.9904,0.1436,0.05,0.628559
825,4.7489,0.095,6.9883,0.1436,0.05,0.679491
826,13.107,0.2621,7.0742,0.1453,0.05,0.702212
827,14.6856,0.2937,7.1864,0.1475,0.05,0.664585
828,20.0551,0.4011,7.2912,0.1496,0.05,0.669872
829,7.7791,0.1556,7.3324,0.1505,0.05,0.531626
830,3.9906,0.0798,7.3012,0.1498,0.05,0.619699
831,15.9246,0.3185,7.4118,0.152,0.05,0.771527
832,5.2379,0.1048,7.3668,0.1511,0.05,0.608255
833,4.1101,0.0822,7.3659,0.1511,0.05,0.668716
834,3.3925,0.0678,7.3365,0.1505,0.05,0.735695
835,4.7974,0.0959,7.3351,0.1505,0.05,0.69793
836,5.7432,0.1149,7.3556,0.1509,0.05,0.650098
837,3.9618,0.0792,7.3498,0.1508,0.05,0.699338
838,4.9548,0.0991,7.3463,0.1507,0.05,0.580544
839,13.9798,0.2796,7.4364,0.1525,0.05,0.731101
840,5.4591,0.1092,7.4447,0.1527,0.05,0.662922
841,18.5086,0.3702,7.5983,0.1558,0.05,0.620439
842,4.5465,0.0909,7.3802,0.1514,0.05,0.733912
843,3.8889,0.0778,7.3839,0.1515,0.05,0.656619
844,4.7133,0.0943,7.3896,0.1516,0.05,0.754036
845,7.7548,0.1551,7.426,0.1523,0.05,0.662369
846,11.8641,0.2373,7.5109,0.154,0.05,0.683838
847,4.7519,0.095,7.4969,0.1538,0.05,0.592085
848,7.3122,0.1462,7.5153,0.1541,0.05,0.661369
849,7.3469,0.1469,7.5304,0.1544,0.05,0.66186
850,6.9755,0.1395,7.543,0.1547,0.05,0.693267
851,4.9577,0.0992,7.3616,0.151,0.05,0.623963
852,5.6529,0.1131,7.2971,0.1498,0.05,0.764426
853,6.9,0.138,7.3283,0.1504,0.05,0.678467
854,4.1243,0.0825,7.3201,0.1502,0.05,0.506944
855,4.068,0.0814,7.3071,0.15,0.05,0.583291
856,7.3896,0.1478,7.3104,0.15,0.05,0.668114
857,6.3838,0.1277,7.297,0.1498,0.05,0.679514
858,3.843,0.0769,7.2989,0.1498,0.05,0.617238
859,5.4789,0.1096,7.2974,0.1498,0.05,0.607246
860,21.2486,0.425,7.4241,0.1523,0.05,0.642081
861,3.9884,0.0798,7.4035,0.1519,0.05,0.725923
862,4.4942,0.0899,7.4119,0.1521,0.05,0.641023
863,7.9546,0.1591,7.0548,0.1449,0.05,0.644112
864,5.1894,0.1038,7.0644,0.1451,0.05,0.645336
865,23.3602,0.4672,7.2464,0.1487,0.05,0.747222
866,11.1548,0.2231,7.3105,0.15,0.05,0.693068
867,4.119,0.0824,7.3188,0.1502,0.05,0.667382
868,6.7967,0.1359,7.3478,0.1508,0.05,0.683013
869,6.2223,0.1244,7.3541,0.1509,0.05,0.625159
870,3.5529,0.0711,7.3522,0.1509,0.05,0.551325
871,8.0582,0.1612,7.3947,0.1517,0.05,0.696699
872,6.945,0.1389,7.4144,0.1521,0.05,0.723473
873,16.382,0.3276,7.5288,0.1544,0.05,0.695559
874,15.8536,0.3171,7.632,0.1565,0.05,0.558052
875,11.3837,0.2277,7.5834,0.1517,0.05,0.682152
876,4.9331,0.0987,7.3829,0.1477,0.05,0.798313
877,6.8761,0.1375,7.3093,0.1462,0.05,0.654874
878,4.8004,0.096,7.3086,0.1462,0.05,0.779426
879,3.4495,0.069,7.2873,0.1457,0.05,0.731824
880,22.6812,0.4536,7.4413,0.1488,0.05,0.704678
881,6.647,0.1329,7.4494,0.149,0.05,0.589702
882,5.0923,0.1018,7.4514,0.149,0.05,0.678836
883,3.5153,0.0703,7.4206,0.1484,0.05,0.737764
884,1.0697,1.0697,7.3647,0.1578,0.05,0.834966
885,8.395,0.1679,7.4034,0.1586,0.05,0.695734
886,4.8091,0.0962,7.3952,0.1584,0.05,0.678819
887,6.8429,0.1369,7.4176,0.1588,0.05,0.668156
888,4.5098,0.0902,7.4211,0.1589,0.05,0.790447
889,6.7399,0.1348,7.4254,0.159,0.05,0.684388
890,7.8412,0.1568,7.4626,0.1597,0.05,0.607871
891,5.4205,0.1084,7.4723,0.1599,0.05,0.796002
892,5.0024,0.1,7.4619,0.1597,0.05,0.72019
893,5.5915,0.1118,7.4434,0.1594,0.05,0.631011
894,7.9298,0.1586,7.4647,0.1598,0.05,0.670326
895,3.5188,0.0704,7.3501,0.1575,0.05,0.630214
896,3.5049,0.0701,7.3422,0.1573,0.05,0.800105
897,6.6084,0.1322,7.351,0.1575,0.05,0.657478
898,4.3583,0.0872,7.3552,0.1576,0.05,0.825402
899,5.7756,0.1155,7.3543,0.1576,0.05,0.742721
900,8.5917,0.1718,7.2756,0.156,0.05,0.761656
901,2.9375,0.0587,7.1653,0.1538,0.05,0.683831
902,8.0737,0.1615,7.2002,0.1545,0.05,0.57517
903,8.2898,0.1658,7.2299,0.1551,0.05,0.738707
904,5.2812,0.1056,7.1945,0.1544,0.05,0.720562
905,4.199,0.084,7.1858,0.1542,0.05,0.55928
906,13.5614,0.2712,7.2866,0.1562,0.05,0.670205
