episode,total_reward,rps,avg_reward_100,avg_rps_100,epsilon,loss
184,14.3295,0.2866,5.9878,0.1198,0.122,0.225855
185,4.2993,0.086,5.9522,0.119,0.1177,0.273276
186,4.5495,0.091,5.9525,0.1191,0.1135,0.28848
187,3.854,0.0771,5.9633,0.1193,0.1092,0.215222
188,5.1008,0.102,5.9683,0.1194,0.105,0.231839
189,4.7323,0.0946,5.9965,0.1199,0.1007,0.284216
190,3.4298,0.0686,5.9916,0.1198,0.0965,0.228903
191,9.0896,0.1818,6.0211,0.1204,0.0922,0.297155
192,10.1216,0.2024,6.0909,0.1218,0.088,0.266806
193,4.6087,0.0922,6.0737,0.1215,0.0837,0.21444
194,4.8491,0.097,6.1003,0.122,0.0795,0.263171
195,3.9395,0.0788,6.0882,0.1218,0.0752,0.279892
196,6.2403,0.1248,5.9718,0.1194,0.071,0.295806
197,5.6707,0.1134,5.9567,0.1191,0.0667,0.302117
198,15.915,0.3183,5.9772,0.1195,0.0625,0.27535
199,11.9016,0.238,6.0419,0.1208,0.0582,0.292066
200,6.6637,0.1333,6.0732,0.1215,0.054,0.289196
201,33.7791,0.6756,6.3617,0.1272,0.05,0.2872
202,4.1463,0.0829,6.361,0.1272,0.05,0.237024
203,4.6124,0.0922,6.3873,0.1277,0.05,0.298808
204,5.1567,0.1031,6.3467,0.1269,0.05,0.283429
205,3.738,0.0748,6.2235,0.1245,0.05,0.266546
206,3.5874,0.0717,6.2253,0.1245,0.05,0.302478
207,4.1985,0.084,6.2367,0.1247,0.05,0.278402
208,4.8804,0.0976,6.2409,0.1248,0.05,0.294642
209,7.06,0.1412,6.2407,0.1248,0.05,0.321795
210,3.9616,0.0792,6.1839,0.1237,0.05,0.292351
211,2.8793,0.0576,6.168,0.1234,0.05,0.289574
212,14.4788,0.2896,6.2853,0.1257,0.05,0.302706
213,2.7128,0.0543,6.2412,0.1248,0.05,0.30292
214,5.1926,0.1039,6.2558,0.1251,0.05,0.285977
215,5.6181,0.6242,6.2748,0.1306,0.05,0.216616
216,4.0276,0.0806,6.2609,0.1303,0.05,0.296855
217,3.5622,0.0712,6.2661,0.1304,0.05,0.298571
218,40.8367,0.8167,6.5864,0.1368,0.05,0.297766
219,2.7491,0.055,6.5442,0.136,0.05,0.314154
220,5.5836,0.1117,6.519,0.1355,0.05,0.332422
221,11.6358,0.2327,6.5801,0.1367,0.05,0.311529
222,6.4322,0.1286,6.5772,0.1367,0.05,0.307744
223,2.0142,0.0403,6.5317,0.1358,0.05,0.299918
224,4.9478,0.099,6.5364,0.1358,0.05,0.323064
225,4.1336,0.0827,6.5319,0.1358,0.05,0.325108
226,2.8944,0.0579,6.5278,0.1357,0.05,0.352475
227,3.2297,0.0646,6.5321,0.1358,0.05,0.308263
228,4.5881,0.0918,6.5411,0.1359,0.05,0.366787
229,4.0856,0.0817,6.5241,0.1356,0.05,0.329165
230,2.3944,0.0479,6.485,0.1348,0.05,0.330154
231,2.5229,0.0505,6.4732,0.1346,0.05,0.313717
232,3.6154,0.0723,6.4712,0.1345,0.05,0.330371
233,3.2221,0.0644,6.4705,0.1345,0.05,0.302494
234,4.103,0.0821,6.4804,0.1347,0.05,0.325278
235,9.1643,0.1833,6.5528,0.1362,0.05,0.306289
236,4.3097,0.0862,6.5295,0.1357,0.05,0.338658
237,3.4693,0.0694,6.5208,0.1355,0.05,0.367181
238,3.0917,0.0618,6.5294,0.1357,0.05,0.300823
239,6.8345,0.1367,6.5634,0.1364,0.05,0.327738
240,8.0198,0.1604,6.5311,0.1357,0.05,0.365823
241,7.1806,0.1436,6.5373,0.1359,0.05,0.371787
242,3.8136,0.0763,6.5307,0.1357,0.05,0.373694
243,7.6067,0.1521,6.533,0.1358,0.05,0.339863
244,2.4,0.048,6.4541,0.1342,0.05,0.380147
245,2.5121,0.0502,6.4457,0.134,0.05,0.336653
246,2.5364,0.0507,6.4002,0.1331,0.05,0.330924
247,3.0003,0.06,6.3964,0.133,0.05,0.318787
248,5.9402,0.1188,6.3826,0.1328,0.05,0.320866
249,8.5027,0.1701,6.439,0.1339,0.05,0.378088
250,5.4485,0.109,6.4118,0.1334,0.05,0.362171
251,2.1946,0.0439,6.3265,0.1316,0.05,0.367604
252,3.565,0.0713,6.3258,0.1316,0.05,0.477385
253,3.476,0.0695,6.3302,0.1317,0.05,0.38907
254,11.9947,0.2399,6.4264,0.1336,0.05,0.381299
255,3.8371,0.0767,6.4152,0.1334,0.05,0.36218
256,9.8729,0.1975,6.382,0.1328,0.05,0.3316
257,4.5225,0.0905,6.3879,0.1329,0.05,0.331999
258,3.8782,0.0776,6.3943,0.133,0.05,0.303482
259,13.5372,0.2707,6.4938,0.135,0.05,0.404078
260,3.7447,0.0749,6.4936,0.135,0.05,0.36019
261,3.4461,0.0689,6.4584,0.1343,0.05,0.379672
262,10.3179,0.2064,6.4393,0.1339,0.05,0.369072
263,2.6423,0.0528,6.4255,0.1336,0.05,0.39466
264,3.0681,0.0614,6.4054,0.1332,0.05,0.420643
265,3.0058,0.0601,6.3676,0.1325,0.05,0.391998
266,7.4645,0.1493,6.2853,0.1308,0.05,0.422809
267,5.136,0.1027,6.2896,0.1309,0.05,0.435294
268,6.3023,0.126,6.3276,0.1317,0.05,0.351539
269,2.1644,0.0433,6.3189,0.1315,0.05,0.341203
270,2.2505,0.045,6.2992,0.1311,0.05,0.344523
271,3.1573,0.0631,6.2963,0.131,0.05,0.373879
272,2.5502,0.051,6.1972,0.1291,0.05,0.373704
273,2.0094,0.0402,6.1661,0.1284,0.05,0.343948
274,5.0017,0.1,6.1759,0.1286,0.05,0.393498
275,7.285,0.1457,6.1763,0.1286,0.05,0.44914
276,7.1327,0.1427,6.1171,0.1275,0.05,0.419759
277,5.5494,0.111,6.1414,0.1279,0.05,0.422269
278,7.3772,0.1475,6.1791,0.1287,0.05,0.342166
279,3.138,0.0628,6.1485,0.1281,0.05,0.405182
280,3.7242,0.0745,6.1354,0.1278,0.05,0.347188
281,9.38,0.1876,6.1915,0.1289,0.05,0.332583
282,5.6395,0.1128,6.1304,0.1277,0.05,0.382041
283,3.5863,0.0717,5.9766,0.1247,0.05,0.358931
284,4.3968,0.0879,5.8772,0.1227,0.05,0.392276
285,8.1375,0.1628,5.9156,0.1234,0.05,0.401125
286,5.8447,0.1169,5.9286,0.1237,0.05,0.394395
287,5.6625,0.1133,5.9467,0.1241,0.05,0.375564
288,5.4355,0.1087,5.95,0.1241,0.05,0.388239
289,7.4098,0.1482,5.9768,0.1247,0.05,0.326673
290,5.3971,0.1079,5.9965,0.125,0.05,0.356194
291,3.0689,0.0614,5.9363,0.1238,0.05,0.367293
292,5.1485,0.103,5.8865,0.1228,0.05,0.436923
293,1.0591,1.0591,5.851,0.1325,0.05,0.725344
294,4.7488,0.095,5.85,0.1325,0.05,0.404966
295,7.7018,0.154,5.8877,0.1333,0.05,0.404911
296,6.1962,0.1239,5.8872,0.1332,0.05,0.349329
297,2.8862,0.0577,5.8594,0.1327,0.05,0.446251
298,9.097,0.1819,5.7912,0.1313,0.05,0.451737
299,3.129,0.0626,5.7035,0.1296,0.05,0.410054
300,3.6359,0.0727,5.6732,0.129,0.05,0.408825
301,3.762,0.0752,5.373,0.123,0.05,0.454972
302,2.7092,0.0542,5.3586,0.1227,0.05,0.448115
303,5.1675,0.1034,5.3642,0.1228,0.05,0.388392
304,3.1808,0.0636,5.3444,0.1224,0.05,0.458305
305,11.7831,0.2357,5.4249,0.124,0.05,0.43513
306,4.0235,0.0805,5.4292,0.1241,0.05,0.412498
307,9.4404,0.1888,5.4817,0.1251,0.05,0.415394
308,5.2417,0.1048,5.4853,0.1252,0.05,0.399027
309,4.3556,0.0871,5.4582,0.1247,0.05,0.394284
310,38.1695,0.7634,5.8003,0.1315,0.05,0.38006
311,4.007,0.0801,5.8116,0.1317,0.05,0.416981
312,2.5093,0.0502,5.6919,0.1293,0.05,0.375502
313,4.1939,0.0839,5.7067,0.1296,0.05,0.395132
314,3.5027,0.0701,5.6898,0.1293,0.05,0.52731
315,4.2856,0.0857,5.6765,0.1239,0.05,0.467385
316,4.7296,0.0946,5.6835,0.124,0.05,0.415617
317,2.7394,0.0548,5.6753,0.1239,0.05,0.437493
318,4.4552,0.0891,5.3115,0.1166,0.05,0.388476
319,9.3432,0.1869,5.3774,0.1179,0.05,0.342256
320,7.3438,0.1469,5.395,0.1183,0.05,0.350006
321,3.3304,0.0666,5.3119,0.1166,0.05,0.440289
322,3.8286,0.0766,5.2859,0.1161,0.05,0.391822
323,4.7983,0.096,5.3137,0.1167,0.05,0.466707
324,7.9126,0.1583,5.3434,0.1172,0.05,0.432508
325,3.0003,0.06,5.3321,0.117,0.05,0.351013
326,3.8772,0.0775,5.3419,0.1172,0.05,0.453465
327,4.8271,0.0965,5.3579,0.1175,0.05,0.486226
328,3.3696,0.0674,5.3457,0.1173,0.05,0.456435
329,9.2547,0.1851,5.3974,0.1183,0.05,0.408425
330,4.5141,0.0903,5.4186,0.1188,0.05,0.476994
331,5.7019,0.114,5.4504,0.1194,0.05,0.395152
332,4.9009,0.098,5.4632,0.1196,0.05,0.440341
333,4.0632,0.0813,5.4716,0.1198,0.05,0.446589
334,2.0205,0.0404,5.4508,0.1194,0.05,0.431387
335,3.8136,0.0763,5.3973,0.1183,0.05,0.451639
336,5.1604,0.1032,5.4058,0.1185,0.05,0.458583
337,4.6274,0.0925,5.4174,0.1187,0.05,0.417212
338,5.2298,0.1046,5.4388,0.1192,0.05,0.445242
339,2.4395,0.0488,5.3948,0.1183,0.05,0.396787
340,4.7712,0.0954,5.3623,0.1176,0.05,0.465269
341,6.2958,0.1259,5.3535,0.1174,0.05,0.451066
342,3.7574,0.0751,5.3529,0.1174,0.05,0.396495
343,4.2155,0.0843,5.319,0.1168,0.05,0.521232
344,3.9661,0.0793,5.3347,0.1171,0.05,0.374371
345,6.5003,0.13,5.3745,0.1179,0.05,0.501264
346,5.9552,0.1191,5.4087,0.1186,0.05,0.383743
347,2.9889,0.0598,5.4086,0.1186,0.05,0.429838
348,4.6589,0.0932,5.3958,0.1183,0.05,0.365832
349,6.2015,0.124,5.3728,0.1178,0.05,0.512372
350,11.4065,0.2281,5.4324,0.119,0.05,0.452509
351,3.4744,0.0695,5.4452,0.1193,0.05,0.433015
352,3.5544,0.0711,5.4451,0.1193,0.05,0.434685
353,5.1624,0.1032,5.4619,0.1196,0.05,0.431286
354,2.7352,0.0547,5.3693,0.1178,0.05,0.44532
355,5.6874,0.1137,5.3878,0.1181,0.05,0.477032
356,23.6116,0.4722,5.5252,0.1209,0.05,0.497683
357,5.3008,0.106,5.533,0.121,0.05,0.379859
358,4.3865,0.0877,5.5381,0.1211,0.05,0.474149
359,3.8651,0.0773,5.4414,0.1192,0.05,0.42997
360,4.4563,0.0891,5.4485,0.1193,0.05,0.507793
361,2.7267,0.0545,5.4413,0.1192,0.05,0.416265
362,4.6744,0.0935,5.3849,0.1181,0.05,0.475753
363,3.8151,0.0763,5.3966,0.1183,0.05,0.492759
364,3.491,0.0698,5.4008,0.1184,0.05,0.498942
365,4.7668,0.0953,5.4184,0.1187,0.05,0.453058
366,4.7277,0.0946,5.3911,0.1182,0.05,0.486894
367,3.0576,0.0612,5.3703,0.1178,0.05,0.513923
368,8.7888,0.1758,5.3951,0.1183,0.05,0.490428
369,14.3754,0.2875,5.5172,0.1207,0.05,0.48047
370,8.2349,0.1647,5.5771,0.1219,0.05,0.469015
371,2.7687,0.0554,5.5732,0.1218,0.05,0.505254
372,26.2355,0.5247,5.8101,0.1266,0.05,0.462437
373,16.7445,0.3349,5.9574,0.1295,0.05,0.485833
374,3.0856,0.0617,5.9383,0.1291,0.05,0.510171
375,4.1101,0.0822,5.9065,0.1285,0.05,0.414192
376,5.7783,0.1156,5.893,0.1282,0.05,0.444552
377,4.3618,0.0872,5.8811,0.128,0.05,0.447863
378,7.0106,0.1402,5.8774,0.1279,0.05,0.486791
379,3.8595,0.0772,5.8846,0.1281,0.05,0.447192
380,22.5323,0.4506,6.0727,0.1318,0.05,0.465418
381,4.2789,0.0856,6.0217,0.1308,0.05,0.432112
382,3.7547,0.0751,6.0028,0.1304,0.05,0.404378
383,2.7564,0.0551,5.9946,0.1303,0.05,0.47271
384,2.2928,0.0459,5.9735,0.1298,0.05,0.408772
385,4.7143,0.0943,5.9393,0.1292,0.05,0.474362
386,4.2495,0.085,5.9233,0.1288,0.05,0.482067
387,3.4021,0.068,5.9007,0.1284,0.05,0.488263
388,3.583,0.0717,5.8822,0.128,0.05,0.465609
389,37.2112,0.7442,6.1802,0.134,0.05,0.523518
390,7.0973,0.1419,6.1972,0.1343,0.05,0.380248
391,3.0522,0.061,6.197,0.1343,0.05,0.451977
392,2.3151,0.0463,6.1687,0.1338,0.05,0.468964
393,5.978,0.1196,6.2179,0.1244,0.05,0.512712
394,2.7531,0.0551,6.1979,0.124,0.05,0.398385
395,4.9169,0.0983,6.1701,0.1234,0.05,0.462396
396,3.3228,0.0665,6.1414,0.1228,0.05,0.456719
397,5.5925,0.1118,6.1684,0.1234,0.05,0.41932
398,7.3892,0.1478,6.1513,0.123,0.05,0.449357
399,3.6868,0.0737,6.1569,0.1231,0.05,0.49769
400,2.9993,0.06,6.1506,0.123,0.05,0.548432
401,5.08,0.1016,6.1637,0.1233,0.05,0.518059
402,3.2323,0.0646,6.169,0.1234,0.05,0.4468
403,11.3391,0.2268,6.2307,0.1246,0.05,0.480024
404,4.7098,0.0942,6.246,0.1249,0.05,0.427121
405,2.3623,0.0472,6.1518,0.123,0.05,0.485809
406,12.5286,0.2506,6.2368,0.1247,0.05,0.432465
407,7.0525,0.1411,6.2129,0.1243,0.05,0.520238
408,14.6363,0.2927,6.3069,0.1261,0.05,0.458946
409,4.1756,0.0835,6.3051,0.1261,0.05,0.479891
410,5.4189,0.1084,5.9776,0.1196,0.05,0.405305
411,35.1155,0.7023,6.2887,0.1258,0.05,0.436259
412,19.3994,0.388,6.4576,0.1292,0.05,0.470155
413,3.0937,0.0619,6.4466,0.1289,0.05,0.509534
414,4.4465,0.0889,6.456,0.1291,0.05,0.500428
415,5.1022,0.102,6.4642,0.1293,0.05,0.515717
416,10.1933,0.2039,6.5188,0.1304,0.05,0.557204
417,3.9213,0.0784,6.5306,0.1306,0.05,0.549735
418,3.2074,0.0641,6.5181,0.1304,0.05,0.487911
419,3.763,0.0753,6.4623,0.1292,0.05,0.476423
420,3.5764,0.0715,6.4247,0.1285,0.05,0.427643
421,9.324,0.1865,6.4846,0.1297,0.05,0.467304
422,4.7205,0.0944,6.4935,0.1299,0.05,0.521465
423,2.5276,0.0506,6.4708,0.1294,0.05,0.486077
424,2.853,0.0571,6.4202,0.1284,0.05,0.475252
425,5.4071,0.1081,6.4443,0.1289,0.05,0.453245
426,4.5467,0.0909,6.451,0.129,0.05,0.51814
427,5.7342,0.1147,6.4601,0.1292,0.05,0.523018
428,3.9049,0.0781,6.4654,0.1293,0.05,0.381291
429,2.9775,0.0595,6.4026,0.1281,0.05,0.473876
430,3.283,0.0657,6.3903,0.1278,0.05,0.555637
431,4.259,0.0852,6.3759,0.1275,0.05,0.54734
432,6.0102,0.1202,6.387,0.1277,0.05,0.516111
433,2.953,0.0591,6.3759,0.1275,0.05,0.514372
434,2.9909,0.0598,6.3856,0.1277,0.05,0.535947
435,7.5578,0.1512,6.423,0.1285,0.05,0.587237
436,4.9786,0.0996,6.4212,0.1284,0.05,0.547169
437,3.6948,0.0739,6.4119,0.1282,0.05,0.496345
438,4.843,0.0969,6.408,0.1282,0.05,0.453177
439,5.9556,0.1191,6.4432,0.1289,0.05,0.432616
440,9.2147,0.1843,6.4876,0.1298,0.05,0.59269
441,15.598,0.312,6.5806,0.1316,0.05,0.492569
442,4.4896,0.0898,6.588,0.1318,0.05,0.545888
443,3.9872,0.0797,6.5857,0.1317,0.05,0.463397
444,4.5612,0.0912,6.5916,0.1318,0.05,0.552225
445,9.2999,0.186,6.6196,0.1324,0.05,0.51172
446,7.6526,0.1531,6.6366,0.1327,0.05,0.45474
447,9.9869,0.1997,6.7066,0.1341,0.05,0.549514
448,3.2847,0.0657,6.6928,0.1339,0.05,0.509525
449,22.4268,0.4485,6.8551,0.1371,0.05,0.588858
450,4.7898,0.0958,6.7889,0.1358,0.05,0.48137
