episode,total_reward,rps,avg_reward_100,avg_rps_100,epsilon,loss
883,2.6142,0.0523,6.809,0.138,0.1507,0.667474
884,5.1952,0.1039,6.687,0.1356,0.1498,0.728922
885,5.0019,0.1,6.6852,0.1355,0.149,0.558719
886,4.7926,0.0959,6.6356,0.1346,0.1481,0.688278
887,27.0597,0.5412,6.7983,0.1378,0.1473,0.620708
888,3.4827,0.0697,6.7836,0.1375,0.1464,0.618601
889,9.3394,0.1868,6.8104,0.138,0.1456,0.659891
890,5.867,0.1173,6.8441,0.1387,0.1447,0.6697
891,4.999,0.1,6.8353,0.1385,0.1439,0.597833
892,4.1983,0.084,6.8212,0.1383,0.143,0.755478
893,4.6613,0.0932,6.7988,0.1378,0.1422,0.676304
894,7.5289,0.1506,6.6864,0.1356,0.1413,0.691311
895,10.3591,0.2072,6.7489,0.1368,0.1405,0.701476
896,2.7165,0.0543,6.7187,0.1362,0.1396,0.621106
897,3.9004,0.078,6.5846,0.1335,0.1388,0.708485
898,3.5248,0.0705,6.5646,0.1331,0.1379,0.568929
899,6.2329,0.1247,6.5669,0.1332,0.1371,0.704559
900,7.8885,0.1578,6.595,0.1337,0.1362,0.579848
901,27.4069,0.5481,6.8235,0.1383,0.1354,0.597104
902,8.6545,0.1731,6.8333,0.1385,0.1345,0.704729
903,14.0288,0.2806,6.8946,0.1397,0.1337,0.545327
904,11.2674,0.2253,6.9606,0.1411,0.1328,0.641507
905,5.3581,0.1072,6.9868,0.1416,0.132,0.717022
906,2.4905,0.0498,6.9544,0.1409,0.1311,0.632105
907,11.1674,0.2233,7.021,0.1423,0.1303,0.762597
908,7.2823,0.1456,7.047,0.1428,0.1294,0.621298
909,14.1396,0.2828,7.1333,0.1445,0.1286,0.637426
910,20.4334,0.4087,7.185,0.1455,0.1277,0.634464
911,3.1677,0.0634,7.1698,0.1452,0.1269,0.667047
912,3.8821,0.0776,7.1792,0.1454,0.126,0.643064
913,10.5727,0.2115,7.247,0.1468,0.1252,0.731753
914,11.9938,0.2399,7.2981,0.1478,0.1243,0.642474
915,11.4954,0.2299,7.3432,0.1487,0.1235,0.639127
916,3.729,0.0746,7.297,0.1478,0.1226,0.613869
917,6.0635,0.1213,7.2579,0.1452,0.1218,0.633686
918,3.7542,0.0751,7.2122,0.1442,0.1209,0.635993
919,6.8981,0.138,7.2467,0.1449,0.1201,0.740705
920,6.5183,0.1304,7.2419,0.1448,0.1192,0.561305
921,2.9377,0.0588,7.2232,0.1445,0.1184,0.581849
922,48.9576,0.9792,7.6566,0.1531,0.1175,0.663477
923,40.0424,0.8008,7.9972,0.1599,0.1167,0.70015
924,3.0961,0.0619,7.9901,0.1598,0.1158,0.706588
925,6.5229,0.1305,8.0124,0.1602,0.115,0.767231
926,3.4928,0.0699,8.0046,0.1601,0.1141,0.724952
927,8.6792,0.1736,8.0343,0.1607,0.1133,0.648396
928,7.5316,0.1506,8.049,0.161,0.1124,0.599704
929,9.2459,0.1849,8.0886,0.1618,0.1116,0.567675
930,11.608,0.2322,8.1083,0.1622,0.1107,0.681919
931,3.0793,0.0616,8.0906,0.1618,0.1099,0.74677
932,9.4322,0.1886,8.1476,0.163,0.109,0.83033
933,4.3391,0.0868,8.0809,0.1616,0.1082,0.670549
934,5.8396,0.1168,8.0583,0.1612,0.1073,0.513788
935,6.6013,0.132,8.0794,0.1616,0.1065,0.71391
936,12.7518,0.255,7.9841,0.1597,0.1056,0.608563
937,5.7674,0.1153,8.005,0.1601,0.1048,0.695271
938,10.1409,0.2028,7.9693,0.1594,0.1039,0.690793
939,12.6513,0.253,8.0434,0.1609,0.1031,0.609204
940,2.4047,0.0481,7.993,0.1599,0.1022,0.654471
941,4.2354,0.0847,7.931,0.1586,0.1014,0.605118
942,5.5345,0.1107,7.9569,0.1591,0.1005,0.63459
943,4.9689,0.0994,7.9456,0.1589,0.0997,0.689893
944,5.0216,0.1004,7.9437,0.1589,0.0988,0.697968
945,23.9725,0.4794,8.1353,0.1627,0.098,0.651704
946,11.1317,0.2226,8.189,0.1638,0.0971,0.685082
947,10.4191,0.2084,8.21,0.1642,0.0963,0.693508
948,8.5046,0.1701,8.2374,0.1647,0.0954,0.709785
949,4.5835,0.0917,8.218,0.1644,0.0946,0.749355
950,3.61,0.0722,8.2027,0.1641,0.0937,0.683994
951,4.9417,0.0988,8.1589,0.1632,0.0929,0.697228
952,4.4831,0.0897,8.147,0.1629,0.092,0.667235
953,5.4711,0.1094,8.1459,0.1629,0.0912,0.675539
954,25.5903,0.5118,8.3594,0.1672,0.0903,0.718486
955,7.9539,0.1591,8.419,0.1684,0.0895,0.697417
956,6.4048,0.1281,8.4454,0.1689,0.0886,0.802613
957,7.224,0.1445,8.4825,0.1696,0.0878,0.694549
958,10.6634,0.2133,8.5533,0.1711,0.0869,0.642453
959,3.8966,0.0779,8.4897,0.1698,0.0861,0.67486
960,3.5387,0.0708,8.4841,0.1697,0.0852,0.680919
961,4.6321,0.0926,8.5018,0.17,0.0844,0.702321
962,6.0398,0.1208,8.5239,0.1705,0.0835,0.685618
963,6.2852,0.1257,8.3578,0.1672,0.0827,0.677489
964,20.398,0.408,8.5051,0.1701,0.0818,0.819361
965,16.1162,0.3223,8.6076,0.1722,0.081,0.629124
966,7.5794,0.1516,8.5883,0.1718,0.0801,0.706044
967,16.6286,0.3326,8.6585,0.1732,0.0793,0.579178
968,10.1423,0.2028,8.7151,0.1743,0.0784,0.661297
969,13.8851,0.2777,8.8206,0.1764,0.0776,0.667191
970,6.0961,0.1219,8.8401,0.1768,0.0767,0.659237
971,3.4798,0.0696,8.8101,0.1762,0.0759,0.706028
972,3.6895,0.0738,8.6647,0.1733,0.075,0.591957
973,3.9025,0.0781,8.651,0.173,0.0742,0.714546
974,4.7335,0.0947,8.6109,0.1722,0.0733,0.769684
975,5.3344,0.1067,8.5684,0.1714,0.0725,0.723707
976,14.4875,0.2897,8.6716,0.1734,0.0716,0.690093
977,9.1575,0.1832,8.7299,0.1746,0.0708,0.664327
978,7.7595,0.1552,8.7698,0.1754,0.0699,0.751554
979,4.4639,0.0893,8.7076,0.1742,0.0691,0.651385
980,14.0694,0.2814,8.7811,0.1756,0.0682,0.699789
981,6.3242,0.1265,8.7771,0.1755,0.0674,0.669702
982,30.9604,0.6192,9.031,0.1806,0.0665,0.658487
983,3.9634,0.0793,9.0445,0.1809,0.0657,0.706855
984,5.8288,0.1166,9.0509,0.181,0.0648,0.623059
985,5.6315,0.1126,9.0571,0.1811,0.064,0.660385
986,4.6577,0.0932,9.0558,0.1811,0.0631,0.753191
987,9.2744,0.1855,8.8779,0.1776,0.0623,0.761636
988,3.472,0.0694,8.8778,0.1776,0.0614,0.782814
989,3.133,0.0627,8.8158,0.1763,0.0606,0.71702
990,4.0322,0.0806,8.7974,0.1759,0.0597,0.803928
991,12.8217,0.2564,8.8757,0.1775,0.0589,0.741249
992,4.7826,0.0957,8.8815,0.1776,0.058,0.76321
993,5.5975,0.1119,8.8909,0.1778,0.0572,0.689456
994,11.3366,0.2267,8.9289,0.1786,0.0563,0.641172
995,2.2887,0.0458,8.8482,0.177,0.0555,0.690066
996,9.3908,0.1878,8.915,0.1783,0.0546,0.657019
997,36.4074,0.7281,9.24,0.1848,0.0538,0.716784
998,5.5223,0.1104,9.26,0.1852,0.0529,0.667438
999,6.9931,0.1399,9.2676,0.1854,0.0521,0.874712
1000,9.69,0.1938,9.2856,0.1857,0.0512,0.780096
1001,11.6679,0.2334,9.1282,0.1826,0.0504,0.733826
1002,12.4648,0.2493,9.1664,0.1833,0.05,0.84057
1003,7.7899,0.1558,9.104,0.1821,0.05,0.721411
1004,2.6339,0.0527,9.0176,0.1804,0.05,0.770679
1005,14.5329,0.2907,9.1094,0.1822,0.05,0.777046
1006,6.7544,0.1351,9.152,0.183,0.05,0.818112
1007,4.6017,0.092,9.0864,0.1817,0.05,0.679661
1008,6.6821,0.1336,9.0804,0.1816,0.05,0.700252
1009,7.7461,0.1549,9.0164,0.1803,0.05,0.710731
1010,5.9024,0.118,8.8711,0.1774,0.05,0.777726
1011,9.0601,0.1812,8.93,0.1786,0.05,0.703482
1012,4.5564,0.0911,8.9368,0.1787,0.05,0.770438
1013,6.7723,0.1354,8.8988,0.178,0.05,0.797714
1014,18.0388,0.3608,8.9592,0.1792,0.05,0.666256
1015,16.306,0.3261,9.0073,0.1801,0.05,0.67955
1016,6.4743,0.1295,9.0348,0.1807,0.05,0.787541
1017,7.2611,0.1452,9.0468,0.1809,0.05,0.672575
1018,7.7405,0.1548,9.0866,0.1817,0.05,0.850444
1019,6.6289,0.1326,9.0839,0.1817,0.05,0.621207
1020,15.2717,0.3054,9.1715,0.1834,0.05,0.744809
1021,5.4821,0.1096,9.1969,0.1839,0.05,0.63303
1022,13.7891,0.2758,8.8452,0.1769,0.05,0.782178
1023,4.778,0.0956,8.4926,0.1699,0.05,0.75297
1024,8.7377,0.1748,8.549,0.171,0.05,0.767688
1025,10.9859,0.2197,8.5936,0.1719,0.05,0.752803
1026,14.9355,0.2987,8.7081,0.1742,0.05,0.630586
1027,9.4881,0.1898,8.7161,0.1743,0.05,0.715116
1028,7.3952,0.1479,8.7148,0.1743,0.05,0.703956
1029,4.4263,0.0885,8.6666,0.1733,0.05,0.710633
1030,8.6683,0.1734,8.6372,0.1727,0.05,0.638966
1031,6.8306,0.1366,8.6747,0.1735,0.05,0.734819
1032,6.1659,0.1233,8.642,0.1728,0.05,0.69052
1033,4.8959,0.0979,8.6476,0.173,0.05,0.713606
1034,10.7332,0.2147,8.6965,0.1739,0.05,0.676285
1035,6.7179,0.1344,8.6977,0.174,0.05,0.786294
1036,12.2083,0.2442,8.6923,0.1738,0.05,0.75355
1037,5.963,0.1193,8.6942,0.1739,0.05,0.67218
1038,4.3833,0.0877,8.6366,0.1727,0.05,0.79794
1039,5.9391,0.1188,8.5695,0.1714,0.05,0.874042
1040,6.3342,0.1267,8.6088,0.1722,0.05,0.843095
1041,5.1048,0.1021,8.6175,0.1724,0.05,0.582958
1042,5.0893,0.1018,8.6131,0.1723,0.05,0.722925
1043,5.3184,0.1064,8.6166,0.1723,0.05,0.838119
1044,3.2583,0.0652,8.5989,0.172,0.05,0.715748
1045,17.3884,0.3478,8.5331,0.1707,0.05,0.777941
1046,10.5398,0.2108,8.5272,0.1705,0.05,0.779751
1047,6.7519,0.135,8.4905,0.1698,0.05,0.625599
1048,30.5107,0.6102,8.7106,0.1742,0.05,0.71138
1049,2.9048,0.0581,8.6938,0.1739,0.05,0.728675
1050,19.1578,0.3832,8.8492,0.177,0.05,0.737075
1051,4.302,0.086,8.8428,0.1769,0.05,0.895294
1052,3.5494,0.071,8.8335,0.1767,0.05,0.814815
1053,5.3646,0.1073,8.8324,0.1766,0.05,0.771352
1054,8.9149,0.1783,8.6657,0.1733,0.05,0.795129
1055,4.3743,0.0875,8.6299,0.1726,0.05,0.714558
1056,5.955,0.1191,8.6254,0.1725,0.05,0.598341
1057,17.9648,0.3593,8.7328,0.1747,0.05,0.76555
1058,4.7565,0.0951,8.6737,0.1735,0.05,0.767968
1059,19.4162,0.3883,8.8289,0.1766,0.05,0.760429
1060,31.9573,0.6391,9.1131,0.1823,0.05,0.767369
1061,3.9524,0.079,9.1063,0.1821,0.05,0.797857
1062,6.4516,0.129,9.1104,0.1822,0.05,0.795057
1063,16.021,0.3204,9.2078,0.1842,0.05,0.751875
1064,8.8185,0.1764,9.092,0.1818,0.05,0.789979
1065,9.6952,0.1939,9.0278,0.1806,0.05,0.9172
1066,6.8214,0.1364,9.0202,0.1804,0.05,0.833141
1067,5.0379,0.1008,8.9043,0.1781,0.05,0.961127
1068,7.7595,0.1552,8.8805,0.1776,0.05,0.601986
1069,29.0612,0.5812,9.0322,0.1806,0.05,1.026901
1070,6.6206,0.1324,9.0375,0.1807,0.05,0.761588
1071,21.6509,0.433,9.2192,0.1844,0.05,0.745848
1072,4.8376,0.0968,9.2307,0.1846,0.05,0.735146
1073,24.2212,0.4844,9.4339,0.1887,0.05,0.809146
1074,4.8527,0.0971,9.4351,0.1887,0.05,0.846683
1075,4.9716,0.0994,9.4314,0.1886,0.05,0.722351
1076,12.4393,0.2488,9.4109,0.1882,0.05,0.84851
1077,6.4317,0.1286,9.3837,0.1877,0.05,0.917591
1078,5.2001,0.104,9.3581,0.1872,0.05,0.939835
1079,7.1141,0.1423,9.3846,0.1877,0.05,0.764034
1080,5.4964,0.4997,9.2989,0.1899,0.05,0.693608
1081,6.2563,0.1251,9.2982,0.1899,0.05,0.858961
1082,7.9369,0.1587,9.0679,0.1853,0.05,0.913621
1083,10.9622,0.2192,9.1379,0.1867,0.05,0.722354
1084,5.3897,0.1078,9.1335,0.1866,0.05,0.86453
1085,10.3324,0.2066,9.1806,0.1875,0.05,0.804896
1086,36.9031,0.7381,9.503,0.194,0.05,0.913663
1087,3.9427,0.0789,9.4497,0.1929,0.05,0.955177
1088,4.6836,0.0937,9.4618,0.1931,0.05,0.866663
1089,9.7345,0.1947,9.5278,0.1945,0.05,0.97589
1090,5.7422,0.1148,9.5449,0.1948,0.05,0.777903
1091,3.5974,0.0719,9.4527,0.193,0.05,0.871265
1092,6.8335,0.1367,9.4732,0.1934,0.05,0.826616
1093,4.9816,0.0996,9.467,0.1932,0.05,0.744515
1094,6.2294,0.1246,9.416,0.1922,0.05,0.726234
1095,5.4548,0.1091,9.4476,0.1928,0.05,0.899826
1096,7.0339,0.1407,9.424,0.1924,0.05,0.744725
1097,9.4573,0.1891,9.1545,0.187,0.05,0.811059
1098,4.3459,0.0869,9.1428,0.1868,0.05,0.930612
1099,13.6827,0.2737,9.2097,0.1881,0.05,0.82717
1100,12.4899,0.2498,9.2377,0.1887,0.05,0.787667
1101,5.1766,0.1035,9.1728,0.1874,0.05,0.866291
1102,5.4815,0.1096,9.1029,0.186,0.05,0.832962
1103,3.9639,0.0793,9.0647,0.1852,0.05,0.822831
1104,5.987,0.1197,9.0982,0.1859,0.05,0.863697
1105,7.4316,0.1486,9.0272,0.1844,0.05,0.998288
1106,8.0177,0.1604,9.0398,0.1847,0.05,0.827928
1107,12.2499,0.245,9.1163,0.1862,0.05,0.774596
1108,7.7936,0.1559,9.1274,0.1864,0.05,0.780642
1109,24.4776,0.4896,9.2947,0.1898,0.05,0.763747
1110,11.1587,0.2232,9.3473,0.1908,0.05,0.91227
1111,5.6311,0.1126,9.313,0.1902,0.05,0.980222
1112,13.1522,0.263,9.399,0.1919,0.05,0.953556
1113,16.7087,0.3342,9.4983,0.1939,0.05,1.004307
1114,4.3431,0.0869,9.3614,0.1911,0.05,0.726446
1115,6.9132,0.1383,9.2674,0.1892,0.05,0.761371
1116,9.5045,0.1901,9.2977,0.1899,0.05,0.836026
1117,12.2665,0.2453,9.3478,0.1909,0.05,0.971908
1118,4.3721,0.0874,9.3141,0.1902,0.05,0.950052
1119,19.5829,0.3917,9.4437,0.1928,0.05,0.892844
1120,15.8632,0.3173,9.4496,0.1929,0.05,0.688132
1121,4.1849,0.0837,9.4366,0.1926,0.05,0.967857
1122,8.8088,0.1762,9.3868,0.1916,0.05,0.846465
1123,3.5826,0.0717,9.3748,0.1914,0.05,0.766535
1124,21.394,0.4279,9.5014,0.1939,0.05,0.934183
1125,12.1778,0.2436,9.5133,0.1942,0.05,0.914471
1126,10.8002,0.216,9.472,0.1933,0.05,0.91791
1127,14.1159,0.2823,9.5182,0.1943,0.05,0.994284
1128,8.7972,0.1759,9.5323,0.1945,0.05,1.064162
1129,7.1561,0.1431,9.5596,0.1951,0.05,0.942962
1130,11.3306,0.2266,9.5862,0.1956,0.05,1.002042
1131,19.9489,0.399,9.7174,0.1982,0.05,1.031567
1132,3.2759,0.0655,9.6885,0.1977,0.05,0.884814
1133,18.0611,0.3612,9.8201,0.2003,0.05,0.924364
1134,9.8873,0.1977,9.8117,0.2001,0.05,0.917506
1135,9.0895,0.1818,9.8354,0.2006,0.05,0.884495
1136,4.3503,0.087,9.7568,0.199,0.05,0.799023
1137,4.6386,0.0928,9.7436,0.1988,0.05,0.884229
1138,6.3056,0.1261,9.7628,0.1992,0.05,0.981156
1139,17.7058,0.3541,9.8804,0.2015,0.05,0.815201
1140,4.1757,0.0835,9.8589,0.2011,0.05,0.936451
1141,10.2887,0.2058,9.9107,0.2021,0.05,0.851405
1142,8.2315,0.1646,9.9421,0.2027,0.05,0.919568
1143,9.278,0.1856,9.9817,0.2035,0.05,1.000902
1144,10.9899,0.2198,10.059,0.2051,0.05,0.815046
1145,7.1797,0.4487,9.957,0.2061,0.05,0.83004
1146,2.5429,0.0509,9.877,0.2045,0.05,0.896827
1147,13.5992,0.272,9.9455,0.2059,0.05,0.879045
1148,7.556,0.1511,9.7159,0.2013,0.05,0.850643
1149,6.0273,0.1205,9.7471,0.2019,0.05,0.909093
1150,5.976,0.1195,9.6153,0.1993,0.05,0.865704
1151,8.8582,0.1772,9.6609,0.2002,0.05,0.814413
1152,9.7254,0.1945,9.7226,0.2014,0.05,0.891102
1153,7.0787,0.1416,9.7398,0.2017,0.05,0.937763
1154,5.9388,0.1188,9.71,0.2011,0.05,0.91434
1155,5.0188,0.1004,9.7165,0.2013,0.05,1.003362
1156,2.5197,0.0504,9.6821,0.2006,0.05,1.045223
1157,4.4821,0.0896,9.5473,0.1979,0.05,0.909697
1158,13.5409,0.2708,9.6351,0.1997,0.05,1.03803
1159,6.4684,0.1294,9.5056,0.1971,0.05,0.958657
1160,2.6596,0.0532,9.2127,0.1912,0.05,0.866656
1161,9.1795,0.1836,9.2649,0.1922,0.05,0.954092
1162,9.3633,0.1873,9.2941,0.1928,0.05,1.034494
1163,7.2816,0.1456,9.2067,0.1911,0.05,0.933319
1164,6.9038,0.1381,9.1875,0.1907,0.05,1.005866
1165,5.555,0.1111,9.1461,0.1899,0.05,0.975517
1166,34.1438,0.6829,9.4193,0.1953,0.05,0.89024
1167,10.0787,0.2016,9.4697,0.1963,0.05,0.966631
1168,6.4258,0.1285,9.4564,0.1961,0.05,1.03985
1169,4.8275,0.0965,9.2141,0.1912,0.05,0.911315
1170,4.6083,0.0922,9.194,0.1908,0.05,0.942191
1171,8.7361,0.1747,9.0648,0.1882,0.05,1.017079
1172,12.6002,0.252,9.1424,0.1898,0.05,1.020969
1173,8.9953,0.1799,8.9902,0.1868,0.05,0.904789
1174,11.5384,0.2308,9.057,0.1881,0.05,0.945244
1175,13.3473,0.2669,9.1408,0.1898,0.05,0.942367
1176,2.9723,0.0594,9.0461,0.1879,0.05,0.985607
1177,10.464,0.2093,9.0864,0.1887,0.05,1.008787
1178,15.7163,0.3143,9.1916,0.1908,0.05,1.061274
1179,3.3399,0.0668,9.1539,0.19,0.05,0.902865
1180,5.7636,0.1153,9.1565,0.1862,0.05,0.883813
1181,6.437,0.1287,9.1583,0.1862,0.05,0.952704
1182,2.8882,0.0578,9.1079,0.1852,0.05,1.120082
1183,14.2108,0.2842,9.1403,0.1859,0.05,0.936261
1184,11.0758,0.2215,9.1972,0.187,0.05,1.017087
1185,7.3124,0.1462,9.167,0.1864,0.05,0.903582
1186,7.829,0.1566,8.8763,0.1806,0.05,1.013753
1187,19.9229,0.3985,9.0361,0.1838,0.05,1.121768
1188,4.5681,0.0914,9.0349,0.1837,0.05,1.035182
1189,8.4729,0.1695,9.0223,0.1835,0.05,0.916637
1190,12.403,0.2481,9.0889,0.1848,0.05,0.990643
1191,14.0871,0.2817,9.1938,0.1869,0.05,0.96533
1192,22.1524,0.443,9.347,0.19,0.05,0.937965
1193,6.6918,0.1338,9.3641,0.1903,0.05,0.865726
1194,7.9318,0.1586,9.3811,0.1907,0.05,0.942646
1195,9.7172,0.1943,9.4237,0.1915,0.05,1.117996
1196,11.1479,0.223,9.4649,0.1923,0.05,0.892076
1197,14.4195,0.2884,9.5145,0.1933,0.05,0.848687
1198,10.3956,0.2079,9.575,0.1946,0.05,0.828376
1199,40.0733,0.8015,9.8389,0.1998,0.05,1.103482
1200,8.2489,0.165,9.7965,0.199,0.05,1.040574
1201,13.4734,0.2695,9.8795,0.2006,0.05,0.91
1202,25.7992,0.516,10.0826,0.2047,0.05,1.067796
1203,6.5855,0.1317,10.1088,0.2052,0.05,0.893073
1204,20.6383,0.4128,10.2554,0.2082,0.05,0.984361
1205,24.7083,0.4942,10.4281,0.2116,0.05,0.851518
1206,3.6727,0.0735,10.3847,0.2107,0.05,1.065466
1207,5.2615,0.1052,10.3148,0.2093,0.05,1.050781
1208,10.7927,0.2159,10.3448,0.2099,0.05,0.945549
1209,9.8852,0.1977,10.1989,0.207,0.05,0.862541
1210,3.8918,0.0778,10.1262,0.2056,0.05,1.002079
1211,5.0944,0.1019,10.1208,0.2055,0.05,1.101951
1212,10.0298,0.2006,10.0896,0.2048,0.05,0.990148
1213,4.6741,0.0935,9.9693,0.2024,0.05,0.992994
1214,7.5572,0.1511,10.0014,0.2031,0.05,0.925367
1215,11.6443,0.2329,10.0487,0.204,0.05,0.968682
1216,11.1339,0.2227,10.065,0.2044,0.05,1.022774
1217,3.8725,0.0775,9.9811,0.2027,0.05,1.029427
1218,6.5582,0.1312,10.0029,0.2031,0.05,1.07701
1219,14.0335,0.2807,9.9474,0.202,0.05,1.053037
1220,6.6024,0.132,9.8548,0.2001,0.05,1.120388
1221,10.7044,0.2141,9.92,0.2015,0.05,1.063167
1222,11.8555,0.2371,9.9505,0.2021,0.05,1.002043
1223,13.893,0.2779,10.0536,0.2041,0.05,0.968385
1224,4.8451,0.0969,9.8881,0.2008,0.05,0.976082
1225,18.0324,0.3606,9.9466,0.202,0.05,0.885265
1226,16.5403,0.3308,10.004,0.2031,0.05,1.047286
1227,15.1409,0.3028,10.0143,0.2033,0.05,0.914634
1228,7.2404,0.1724,9.9987,0.2033,0.05,0.976395
1229,3.5429,0.0709,9.9626,0.2026,0.05,0.993223
1230,6.7148,0.1343,9.9164,0.2017,0.05,0.936212
1231,16.9781,0.3396,9.8867,0.2011,0.05,1.049565
1232,6.2841,0.1257,9.9168,0.2017,0.05,1.031045
1233,17.6729,0.3535,9.9129,0.2016,0.05,0.95978
1234,5.2807,0.1056,9.8669,0.2007,0.05,0.904484
1235,20.3531,0.4071,9.9795,0.2029,0.05,0.993413
1236,10.191,0.2038,10.0379,0.2041,0.05,0.86516
1237,14.9356,0.2987,10.1409,0.2061,0.05,1.007288
1238,6.9884,0.1398,10.1477,0.2063,0.05,0.969761
1239,6.3165,0.1263,10.0338,0.204,0.05,0.970199
1240,6.5901,0.1318,10.058,0.2045,0.05,1.050449
1241,6.9283,0.1386,10.0243,0.2038,0.05,0.853004
1242,6.865,0.1373,10.0107,0.2035,0.05,0.954403
1243,7.1585,0.1432,9.9895,0.2031,0.05,1.085975
1244,18.8102,0.3762,10.0677,0.2047,0.05,0.867738
1245,15.9375,0.3188,10.1553,0.2034,0.05,1.183181
1246,3.8839,0.0777,10.1687,0.2036,0.05,1.039621
1247,6.4242,0.1285,10.0969,0.2022,0.05,0.971165
1248,11.8511,0.237,10.1399,0.2031,0.05,0.919769
1249,6.0327,0.1207,10.1399,0.2031,0.05,0.918207
1250,13.043,0.2609,10.2106,0.2045,0.05,1.186982
1251,23.4644,0.4693,10.3567,0.2074,0.05,1.018942
1252,4.9815,0.0996,10.3092,0.2065,0.05,0.988748
1253,7.2373,0.1447,10.3108,0.2065,0.05,1.124131
1254,29.757,0.5951,10.549,0.2113,0.05,0.93834
1255,6.7527,0.1351,10.5663,0.2116,0.05,0.832336
1256,21.7814,0.4356,10.759,0.2155,0.05,1.120158
1257,5.1097,0.1022,10.7652,0.2156,0.05,1.004158
1258,10.1381,0.2028,10.7312,0.2149,0.05,1.167086
1259,7.2433,0.1449,10.7389,0.2151,0.05,1.007497
1260,3.8015,0.076,10.7504,0.2153,0.05,0.939441
1261,12.9272,0.2585,10.7878,0.216,0.05,1.053605
1262,4.9308,0.0986,10.7435,0.2151,0.05,1.039954
1263,11.2043,0.2241,10.7827,0.2159,0.05,0.886895
1264,19.2345,0.3847,10.9061,0.2184,0.05,1.041916
1265,8.6495,0.173,10.937,0.219,0.05,1.053375
1266,10.6859,0.2137,10.7024,0.2143,0.05,1.097096
1267,4.8964,0.0979,10.6506,0.2133,0.05,1.120537
1268,4.8333,0.0967,10.6347,0.213,0.05,0.894989
1269,9.9176,0.1984,10.6856,0.214,0.05,1.023721
1270,4.024,0.0805,10.6797,0.2139,0.05,1.153549
1271,13.3308,0.2666,10.7257,0.2148,0.05,1.016518
1272,27.4627,0.5493,10.8743,0.2178,0.05,1.169205
1273,6.6279,0.1326,10.8506,0.2173,0.05,1.014982
1274,20.8257,0.4165,10.9435,0.2191,0.05,1.142756
1275,7.9852,0.1597,10.8899,0.2181,0.05,1.15868
1276,6.7566,0.1351,10.9277,0.2188,0.05,0.970707
1277,5.9093,0.1182,10.8822,0.2179,0.05,1.026213
1278,7.2581,0.1452,10.7976,0.2162,0.05,0.960464
1279,17.1805,0.3436,10.936,0.219,0.05,0.974948
1280,12.102,0.242,10.9994,0.2203,0.05,0.958509
1281,8.827,0.1765,11.0233,0.2207,0.05,1.014015
1282,14.2181,0.2844,11.1366,0.223,0.05,1.116586
1283,6.6529,0.1331,11.061,0.2215,0.05,0.952338
1284,14.6293,0.2926,11.0965,0.2222,0.05,1.131216
1285,19.7603,0.3952,11.221,0.2247,0.05,1.046269
1286,5.6556,0.1131,11.1993,0.2243,0.05,1.061831
1287,5.3606,0.1072,11.0537,0.2213,0.05,1.117668
1288,14.8067,0.2961,11.156,0.2234,0.05,1.037461
1289,18.0187,0.3604,11.2515,0.2253,0.05,0.976317
1290,4.4601,0.0892,11.1721,0.2237,0.05,1.029492
1291,15.9207,0.3184,11.1904,0.2241,0.05,0.983234
1292,2.68,0.0536,10.9957,0.2202,0.05,1.086783
1293,10.4097,0.2082,11.0329,0.2209,0.05,0.993444
1294,21.7634,0.4353,11.1712,0.2237,0.05,1.069881
1295,14.4599,0.2892,11.2186,0.2246,0.05,1.016895
1296,6.6556,0.1331,11.1737,0.2237,0.05,1.145551
1297,2.6634,0.0533,11.0561,0.2214,0.05,1.126416
1298,6.5405,0.1308,11.0176,0.2206,0.05,1.038769
1299,8.2034,0.1641,10.6989,0.2143,0.05,0.999389
1300,5.1891,0.1038,10.6683,0.2136,0.05,0.949597
1301,18.3152,0.3663,10.7167,0.2146,0.05,1.10902
1302,9.6102,0.1922,10.5548,0.2114,0.05,1.033388
1303,31.4816,0.6296,10.8038,0.2164,0.05,1.043366
1304,8.2087,0.1642,10.6795,0.2139,0.05,0.943493
1305,14.0007,0.28,10.5724,0.2117,0.05,0.992812
1306,7.2297,0.1446,10.608,0.2124,0.05,0.969512
1307,8.6872,0.1737,10.6422,0.2131,0.05,1.243282
1308,5.2229,0.1045,10.5865,0.212,0.05,0.998255
1309,5.5172,0.1103,10.5428,0.2111,0.05,1.082452
1310,5.744,0.1149,10.5614,0.2115,0.05,0.971911
1311,5.6289,0.1126,10.5667,0.2116,0.05,1.228006
1312,5.8867,0.1177,10.5253,0.2108,0.05,1.04534
1313,3.8863,0.0777,10.5174,0.2106,0.05,1.18188
1314,9.4729,0.1895,10.5366,0.211,0.05,1.038819
1315,8.9051,0.1781,10.5092,0.2105,0.05,0.960227
1316,5.0527,0.1011,10.4484,0.2092,0.05,1.057408
1317,7.773,0.1555,10.4874,0.21,0.05,0.871354
1318,5.3969,0.1079,10.4757,0.2098,0.05,0.965641
1319,11.6428,0.2329,10.4518,0.2093,0.05,1.076962
1320,7.449,0.149,10.4603,0.2095,0.05,1.087126
1321,15.6856,0.3137,10.5101,0.2105,0.05,1.135015
1322,34.3795,0.6876,10.7354,0.215,0.05,1.004322
1323,31.6928,0.6339,10.9134,0.2185,0.05,1.130155
1324,16.7558,0.3351,11.0325,0.2209,0.05,1.207976
