episode,total_reward,rps,avg_reward_100,avg_rps_100,epsilon,loss
441,4.792,0.0958,5.9228,0.1185,0.526,0.451993
442,11.3199,0.2264,5.9864,0.1197,0.5251,0.361882
443,8.9887,0.1798,6.0052,0.1201,0.5243,0.474804
444,5.3885,0.1078,6.0377,0.1208,0.5234,0.373431
445,3.8094,0.0762,6.0073,0.1201,0.5226,0.452092
446,3.0792,0.0616,5.9191,0.1184,0.5217,0.415866
447,3.9596,0.0792,5.871,0.1174,0.5209,0.480683
448,13.1482,0.263,5.9458,0.1189,0.52,0.468708
449,2.4769,0.0495,5.9321,0.1186,0.5192,0.43073
450,4.5045,0.0901,5.9374,0.1187,0.5183,0.440194
451,4.6314,0.0926,5.9479,0.119,0.5175,0.50119
452,7.4094,0.1482,5.9414,0.1188,0.5166,0.404617
453,14.8369,0.2967,5.8738,0.1175,0.5158,0.451822
454,2.7684,0.0554,5.8601,0.1172,0.5149,0.44864
455,4.3616,0.0872,5.8643,0.1173,0.5141,0.43105
456,4.6631,0.0933,5.878,0.1176,0.5132,0.481469
457,5.8069,0.1161,5.8765,0.1175,0.5124,0.405894
458,3.573,0.0715,5.8872,0.1177,0.5115,0.419159
459,5.7835,0.1157,5.9099,0.1182,0.5107,0.456921
460,5.6665,0.1133,5.9068,0.1181,0.5098,0.433765
461,3.6709,0.0734,5.8671,0.1173,0.509,0.460361
462,5.6095,0.1122,5.8799,0.1176,0.5081,0.455144
463,4.8724,0.0974,5.8583,0.1172,0.5073,0.35439
464,5.4167,0.1083,5.8778,0.1176,0.5064,0.463979
465,5.8954,0.1179,5.8951,0.1179,0.5056,0.436493
466,6.0773,0.1215,5.9009,0.118,0.5047,0.418625
467,4.7775,0.0956,5.9154,0.1183,0.5039,0.410239
468,6.5807,0.1316,5.8346,0.1167,0.503,0.450803
469,8.7352,0.1747,5.8561,0.1171,0.5022,0.447639
470,7.7095,0.1542,5.893,0.1179,0.5013,0.442047
471,5.059,0.1012,5.895,0.1179,0.5005,0.417795
472,4.3739,0.0875,5.8932,0.1179,0.4996,0.463556
473,2.6347,0.0527,5.882,0.1176,0.4988,0.464555
474,4.2881,0.0858,5.8591,0.1172,0.4979,0.446416
475,9.0101,0.1802,5.9106,0.1182,0.4971,0.459869
476,11.9433,0.2389,6.0068,0.1201,0.4962,0.444886
477,2.5782,0.0516,5.9905,0.1198,0.4954,0.511238
478,2.5044,0.0501,5.9162,0.1183,0.4945,0.449406
479,3.9363,0.0787,5.8952,0.1179,0.4937,0.45986
480,2.0604,0.0412,5.7599,0.1152,0.4928,0.377592
481,4.1171,0.0823,5.7199,0.1144,0.492,0.462463
482,2.8383,0.0568,5.7066,0.1141,0.4911,0.407968
483,3.0808,0.0616,5.7104,0.1142,0.4903,0.443106
484,4.2331,0.0847,5.6915,0.1138,0.4894,0.458229
485,7.5345,0.1507,5.6181,0.1124,0.4886,0.476496
486,2.6234,0.0525,5.595,0.1119,0.4877,0.466268
487,6.9853,0.1397,5.6161,0.1123,0.4869,0.538916
488,4.363,0.0873,5.6211,0.1124,0.486,0.507921
489,3.9781,0.0796,5.504,0.1101,0.4852,0.427569
490,3.8218,0.0764,5.5138,0.1103,0.4843,0.564553
491,3.3122,0.0662,5.4939,0.1099,0.4835,0.47216
492,5.0923,0.1018,5.5235,0.1105,0.4826,0.539611
493,11.833,0.2367,5.5956,0.1119,0.4818,0.510654
494,5.2225,0.1045,5.6144,0.1123,0.4809,0.453308
495,4.1553,0.0831,5.6094,0.1122,0.4801,0.403726
496,4.3764,0.0875,5.4473,0.1089,0.4792,0.543479
497,3.0171,0.0603,5.4319,0.1086,0.4784,0.529603
498,7.5856,0.1517,5.4318,0.1086,0.4775,0.45627
499,11.7069,0.2341,5.5138,0.1103,0.4767,0.510685
500,3.5499,0.071,5.5192,0.1104,0.4758,0.475193
501,3.3115,0.0662,5.4777,0.1096,0.475,0.517448
502,3.1303,0.0626,5.4745,0.1095,0.4741,0.432835
503,4.5529,0.0911,5.4653,0.1093,0.4733,0.448358
504,4.1585,0.0832,5.4735,0.1095,0.4724,0.484857
505,6.7929,0.1359,5.4498,0.109,0.4716,0.419212
506,4.8764,0.0975,5.4664,0.1093,0.4707,0.494435
507,5.041,0.1008,5.4414,0.1088,0.4699,0.547753
508,5.1691,0.1034,5.4384,0.1088,0.469,0.494922
509,3.0296,0.0606,5.4432,0.1089,0.4682,0.498007
510,2.5002,0.05,5.4063,0.1081,0.4673,0.499292
511,4.5635,0.0913,5.4094,0.1082,0.4665,0.487381
512,8.2257,0.1645,5.4412,0.1088,0.4656,0.458072
513,3.6643,0.0733,5.3902,0.1078,0.4648,0.495612
514,3.9378,0.0788,5.3629,0.1073,0.4639,0.480023
515,4.2623,0.0852,5.3558,0.1071,0.4631,0.58063
516,5.8027,0.1161,5.3494,0.107,0.4622,0.488156
517,4.3222,0.0864,5.3398,0.1068,0.4614,0.506186
518,6.2902,0.1258,5.3702,0.1074,0.4605,0.55135
519,6.2798,0.1256,5.3621,0.1072,0.4597,0.535303
520,3.3634,0.0673,5.3511,0.107,0.4588,0.485564
521,4.895,0.0979,5.3269,0.1065,0.458,0.556421
522,3.5109,0.0702,5.3238,0.1065,0.4571,0.553221
523,4.3694,0.0874,5.292,0.1058,0.4563,0.526078
524,4.8283,0.0966,5.2993,0.106,0.4554,0.471244
525,15.2163,0.3043,5.3998,0.108,0.4546,0.455404
526,4.2609,0.0852,5.3091,0.1062,0.4537,0.490666
527,3.9212,0.0784,5.3072,0.1061,0.4529,0.472632
528,3.685,0.0737,5.3144,0.1063,0.452,0.480333
529,3.1806,0.0636,5.318,0.1064,0.4512,0.512941
530,16.2518,0.325,5.4494,0.109,0.4503,0.477588
531,4.9275,0.0985,5.4604,0.1092,0.4495,0.396268
532,4.4408,0.0888,5.3155,0.1063,0.4486,0.598178
533,6.9967,0.1399,5.3365,0.1067,0.4478,0.483831
534,19.0869,0.3817,5.4986,0.11,0.4469,0.441974
535,23.2703,0.4654,5.6941,0.1139,0.4461,0.446726
536,3.1042,0.0621,5.697,0.1139,0.4452,0.448055
537,3.6797,0.0736,5.6776,0.1136,0.4444,0.577428
538,5.2169,0.1043,5.6947,0.1139,0.4435,0.465402
539,2.9434,0.0589,5.676,0.1135,0.4427,0.548496
540,4.2186,0.0844,5.6741,0.1135,0.4418,0.50749
541,2.8393,0.0568,5.6545,0.1131,0.441,0.524829
542,12.6406,0.2528,5.6677,0.1134,0.4401,0.589722
543,3.8271,0.0765,5.6161,0.1123,0.4393,0.519825
544,7.3288,0.1466,5.6355,0.1127,0.4384,0.443381
545,5.2486,0.105,5.6499,0.113,0.4376,0.560614
546,3.2523,0.065,5.6517,0.113,0.4367,0.449974
547,3.5712,0.0714,5.6478,0.113,0.4359,0.527278
548,7.7076,0.1542,5.5934,0.1119,0.435,0.454985
549,5.5464,0.1109,5.6241,0.1125,0.4342,0.489325
550,3.9902,0.0798,5.6189,0.1124,0.4333,0.421525
551,6.468,0.1294,5.6373,0.1127,0.4325,0.542828
552,4.0759,0.0815,5.6039,0.1121,0.4316,0.556188
553,4.4827,0.0897,5.5004,0.11,0.4308,0.504374
554,23.9137,0.4783,5.7119,0.1142,0.4299,0.504049
555,3.2337,0.0647,5.7006,0.114,0.4291,0.497261
556,5.7357,0.1147,5.7113,0.1142,0.4282,0.527931
557,3.2615,0.0652,5.6859,0.1137,0.4274,0.526942
558,4.1239,0.0825,5.6914,0.1138,0.4265,0.513728
559,4.8056,0.0961,5.6816,0.1136,0.4257,0.467035
560,3.7528,0.0751,5.6624,0.1132,0.4248,0.548798
561,16.8057,0.3361,5.7938,0.1159,0.424,0.57012
562,6.4859,0.1297,5.8026,0.1161,0.4231,0.556632
563,4.8721,0.0974,5.8026,0.1161,0.4223,0.494335
564,3.4414,0.0688,5.7828,0.1157,0.4214,0.558453
565,6.5412,0.1308,5.7893,0.1158,0.4206,0.542158
566,6.3341,0.1267,5.7918,0.1158,0.4197,0.456706
567,4.4007,0.088,5.7881,0.1158,0.4189,0.544501
568,7.0208,0.1404,5.7925,0.1158,0.418,0.559807
569,4.2473,0.0849,5.7476,0.115,0.4172,0.562284
570,5.4268,0.1085,5.7248,0.1145,0.4163,0.530394
571,10.1023,0.202,5.7752,0.1155,0.4155,0.543111
572,18.8489,0.377,5.9199,0.1184,0.4146,0.513065
573,5.145,0.1029,5.945,0.1189,0.4138,0.55074
574,10.1317,0.2026,6.0035,0.1201,0.4129,0.649184
575,3.7691,0.0754,5.9511,0.119,0.4121,0.547514
576,4.5278,0.0906,5.8769,0.1175,0.4112,0.543634
577,4.506,0.0901,5.8962,0.1179,0.4104,0.59546
578,5.8993,0.118,5.9301,0.1186,0.4095,0.489668
579,7.8591,0.1572,5.9694,0.1194,0.4087,0.564075
580,7.7861,0.1557,6.0266,0.1205,0.4078,0.50449
581,5.2178,0.1044,6.0376,0.1208,0.407,0.563025
582,4.0854,0.0817,6.0501,0.121,0.4061,0.535547
583,2.6958,0.0539,6.0462,0.1209,0.4053,0.592734
584,4.6417,0.0928,6.0503,0.121,0.4044,0.542933
585,4.9158,0.0983,6.0241,0.1205,0.4036,0.586586
586,5.4408,0.1088,6.0523,0.121,0.4027,0.601736
587,4.5756,0.0915,6.0282,0.1206,0.4019,0.503637
588,3.415,0.0683,6.0187,0.1204,0.401,0.50171
589,4.9329,0.0987,6.0283,0.1206,0.4002,0.549107
590,6.5461,0.1309,6.0555,0.1211,0.3993,0.498638
591,4.6525,0.0931,6.0689,0.1214,0.3985,0.540229
592,5.1449,0.1029,6.0695,0.1214,0.3976,0.607745
593,3.3642,0.0673,5.9848,0.1197,0.3968,0.57727
594,10.0708,0.2014,6.0333,0.1207,0.3959,0.634165
595,8.906,0.1781,6.0808,0.1216,0.3951,0.602125
596,3.1633,0.0633,6.0686,0.1214,0.3942,0.642926
597,4.5982,0.092,6.0844,0.1217,0.3934,0.580853
598,5.9736,0.1195,6.0683,0.1214,0.3925,0.517971
599,7.5851,0.1517,6.0271,0.1205,0.3917,0.595435
600,2.361,0.0472,6.0152,0.1203,0.3908,0.620197
601,11.7152,0.2343,6.0993,0.122,0.39,0.692641
602,3.275,0.0655,6.1007,0.122,0.3891,0.510935
603,4.1215,0.0824,6.0964,0.1219,0.3883,0.574357
604,5.3567,0.1071,6.1084,0.1222,0.3874,0.563068
605,4.6592,0.0932,6.087,0.1217,0.3866,0.507122
606,5.7357,0.1147,6.0956,0.1219,0.3857,0.612452
607,5.204,0.1041,6.0973,0.1219,0.3849,0.515764
608,4.4205,0.0884,6.0898,0.1218,0.384,0.60849
609,3.3674,0.0673,6.0931,0.1219,0.3832,0.546665
610,3.8566,0.0771,6.1067,0.1221,0.3823,0.544079
611,8.6278,0.1726,6.1474,0.1229,0.3815,0.593656
612,5.2679,0.1054,6.1178,0.1224,0.3806,0.51744
613,16.1524,0.323,6.2427,0.1249,0.3798,0.497004
614,8.3103,0.1662,6.2864,0.1257,0.3789,0.528992
615,6.0747,0.1215,6.3045,0.1261,0.3781,0.604795
616,3.8196,0.0764,6.2847,0.1257,0.3772,0.494052
617,5.0438,0.1009,6.2919,0.1258,0.3764,0.550864
618,11.9321,0.2386,6.3483,0.127,0.3755,0.599322
619,3.7141,0.0743,6.3227,0.1265,0.3747,0.528228
620,4.8694,0.0974,6.3377,0.1268,0.3738,0.537589
621,7.473,0.1495,6.3635,0.1273,0.373,0.588592
622,8.6804,0.1736,6.4152,0.1283,0.3721,0.64537
623,4.3051,0.0861,6.4145,0.1283,0.3713,0.590087
624,5.5933,0.1119,6.4222,0.1284,0.3704,0.540115
625,3.0133,0.0603,6.3002,0.126,0.3696,0.54157
626,6.3556,0.1271,6.3211,0.1264,0.3687,0.619917
627,8.9778,0.1796,6.3717,0.1274,0.3679,0.506434
628,8.3274,0.1665,6.4181,0.1284,0.367,0.517741
629,6.9271,0.1385,6.4556,0.1291,0.3662,0.637495
630,4.8558,0.0971,6.3416,0.1268,0.3653,0.599818
631,11.276,0.2255,6.4051,0.1281,0.3645,0.544045
632,19.7177,0.3944,6.5579,0.1312,0.3636,0.589195
633,3.8517,0.077,6.5264,0.1305,0.3628,0.650021
634,10.0776,0.2016,6.4363,0.1287,0.3619,0.590003
635,7.7008,0.154,6.2806,0.1256,0.3611,0.55124
636,7.9722,0.1594,6.3293,0.1266,0.3602,0.750214
637,4.4661,0.0893,6.3372,0.1267,0.3594,0.504154
638,3.4242,0.0685,6.3192,0.1264,0.3585,0.602382
639,5.1705,0.1034,6.3415,0.1268,0.3577,0.530863
640,13.1002,0.262,6.4303,0.1286,0.3568,0.534254
641,10.4568,0.2091,6.5065,0.1301,0.356,0.499457
642,4.5925,0.0918,6.426,0.1285,0.3551,0.603042
643,7.7724,0.1554,6.4655,0.1293,0.3543,0.518595
644,7.7736,0.1555,6.4699,0.1294,0.3534,0.521471
645,6.8899,0.1378,6.4863,0.1297,0.3526,0.650709
646,4.2723,0.0854,6.4965,0.1299,0.3517,0.662933
647,5.1808,0.1036,6.5126,0.1303,0.3509,0.542722
648,6.5596,0.1312,6.5012,0.13,0.35,0.621629
649,5.6074,0.1121,6.5018,0.13,0.3492,0.576226
650,2.8489,0.057,6.4904,0.1298,0.3483,0.607478
651,13.082,0.2616,6.5565,0.1311,0.3475,0.584376
652,4.4451,0.0889,6.5602,0.1312,0.3466,0.563301
653,5.9558,0.1191,6.5749,0.1315,0.3458,0.700981
654,12.2723,0.2454,6.4585,0.1292,0.3449,0.602047
655,3.5026,0.0701,6.4612,0.1292,0.3441,0.661007
656,3.3128,0.0663,6.437,0.1287,0.3432,0.659684
657,6.6588,0.1332,6.4709,0.1294,0.3424,0.610899
658,3.1328,0.0627,6.461,0.1292,0.3415,0.613385
659,11.1677,0.2234,6.5246,0.1305,0.3407,0.575986
660,11.6281,0.2326,6.6034,0.1321,0.3398,0.671276
661,9.1741,0.1835,6.5271,0.1305,0.339,0.650855
662,6.0988,0.122,6.5232,0.1305,0.3381,0.582404
663,10.2301,0.2046,6.5768,0.1315,0.3373,0.554139
664,6.9359,0.1387,6.6117,0.1322,0.3364,0.606452
665,6.3126,0.1263,6.6094,0.1322,0.3356,0.585377
666,20.9647,0.4193,6.7558,0.1351,0.3347,0.67611
667,4.4876,0.0898,6.7566,0.1351,0.3339,0.521956
668,5.5155,0.1103,6.7416,0.1348,0.333,0.697836
669,5.1449,0.1029,6.7505,0.135,0.3322,0.704881
670,6.6188,0.1324,6.7625,0.1352,0.3313,0.641213
671,3.7645,0.0753,6.6991,0.134,0.3305,0.590962
672,14.5361,0.2907,6.656,0.1331,0.3296,0.530588
673,5.1165,0.1023,6.6557,0.1331,0.3288,0.620142
674,5.8154,0.1163,6.6125,0.1323,0.3279,0.624963
675,7.4884,0.1498,6.6497,0.133,0.3271,0.634172
676,4.299,0.086,6.6474,0.1329,0.3262,0.546019
677,7.596,0.1519,6.6783,0.1336,0.3254,0.683934
678,5.0613,0.1012,6.6699,0.1334,0.3245,0.551051
679,10.2005,0.204,6.6934,0.1339,0.3237,0.701466
680,5.5207,0.1104,6.6707,0.1334,0.3228,0.612099
681,2.3672,0.0473,6.6422,0.1328,0.322,0.664938
682,9.5488,0.191,6.6968,0.1339,0.3211,0.580275
683,7.4749,0.1495,6.7446,0.1349,0.3203,0.700434
684,9.9961,0.1999,6.7982,0.136,0.3194,0.643486
685,2.5815,0.0516,6.7748,0.1355,0.3186,0.514099
686,8.2077,0.1642,6.8025,0.136,0.3177,0.707804
687,8.2606,0.1652,6.8393,0.1368,0.3169,0.582664
688,4.8116,0.0962,6.8533,0.1371,0.316,0.509088
689,4.5001,0.09,6.849,0.137,0.3152,0.67501
690,9.6567,0.1931,6.8801,0.1376,0.3143,0.593732
691,2.4595,0.0492,6.8582,0.1372,0.3135,0.729408
692,5.9357,0.1187,6.8661,0.1373,0.3126,0.648539
693,7.7653,0.1553,6.9101,0.1382,0.3118,0.544257
694,4.7512,0.095,6.8569,0.1371,0.3109,0.697795
695,15.7963,0.3159,6.9258,0.1385,0.3101,0.635821
696,6.2124,0.1242,6.9563,0.1391,0.3092,0.634629
697,7.0401,0.1408,6.9807,0.1396,0.3084,0.61049
698,6.0336,0.1207,6.9813,0.1396,0.3075,0.537843
699,3.5278,0.0706,6.9407,0.1388,0.3067,0.722288
700,4.1454,0.0829,6.9586,0.1392,0.3058,0.57207
701,4.8295,0.0966,6.8897,0.1378,0.305,0.598945
702,10.6619,0.2132,6.9636,0.1393,0.3041,0.56664
703,7.1041,0.1421,6.9934,0.1399,0.3033,0.687968
704,8.1584,0.1632,7.0214,0.1404,0.3024,0.609357
705,4.7113,0.0942,7.0219,0.1404,0.3016,0.645176
706,5.9109,0.1182,7.0237,0.1405,0.3007,0.609769
707,13.7942,0.2759,7.1096,0.1422,0.2999,0.581096
708,3.6543,0.0731,7.1019,0.142,0.299,0.562041
709,5.2725,0.1054,7.121,0.1424,0.2982,0.610582
710,4.4114,0.0882,7.1265,0.1425,0.2973,0.665242
711,6.3629,0.1273,7.1039,0.1421,0.2965,0.776593
712,4.328,0.0866,7.0945,0.1419,0.2956,0.708862
713,4.963,0.0993,6.9826,0.1397,0.2948,0.616635
714,22.7433,0.4549,7.1269,0.1425,0.2939,0.595471
715,4.1829,0.0837,7.108,0.1422,0.2931,0.633071
716,4.8429,0.0969,7.1182,0.1424,0.2922,0.678037
717,6.1002,0.122,7.1288,0.1426,0.2914,0.651051
718,6.1881,0.1238,7.0714,0.1414,0.2905,0.721466
719,9.0144,0.1803,7.1244,0.1425,0.2897,0.641654
720,6.6014,0.132,7.1417,0.1428,0.2888,0.612842
721,4.6619,0.0932,7.1136,0.1423,0.288,0.683813
722,7.3634,0.1473,7.1004,0.142,0.2871,0.603943
723,4.9206,0.0984,7.1065,0.1421,0.2863,0.675939
724,1.9769,0.0395,7.0704,0.1414,0.2854,0.662524
725,3.7302,0.0746,7.0776,0.1416,0.2846,0.598603
726,2.9919,0.0598,7.0439,0.1409,0.2837,0.632528
727,2.9171,0.0583,6.9833,0.1397,0.2829,0.742845
728,5.8766,0.1175,6.9588,0.1392,0.282,0.611811
729,7.5474,0.1509,6.965,0.1393,0.2812,0.554146
730,2.6081,0.0522,6.9425,0.1389,0.2803,0.598602
731,6.035,0.1207,6.8901,0.1378,0.2795,0.711856
732,9.8707,0.1974,6.7916,0.1358,0.2786,0.737745
733,3.1843,0.0637,6.785,0.1357,0.2778,0.675833
734,5.8727,0.1175,6.7429,0.1349,0.2769,0.680999
735,7.7208,0.1544,6.7431,0.1349,0.2761,0.563076
736,3.9507,0.079,6.7029,0.1341,0.2752,0.672563
737,7.6858,0.1537,6.7351,0.1347,0.2744,0.654212
738,8.3418,0.1668,6.7843,0.1357,0.2735,0.643358
739,6.2244,0.1245,6.7948,0.1359,0.2727,0.613379
740,4.8674,0.0973,6.7125,0.1342,0.2718,0.623375
741,6.2124,0.1242,6.67,0.1334,0.271,0.605869
742,6.0852,0.1217,6.685,0.1337,0.2701,0.629134
743,6.7035,0.1341,6.6743,0.1335,0.2693,0.661153
744,4.2883,0.0858,6.6394,0.1328,0.2684,0.614155
745,12.576,0.2515,6.6963,0.1339,0.2676,0.54643
746,5.7065,0.1141,6.7106,0.1342,0.2667,0.604053
747,6.6003,0.132,6.7248,0.1345,0.2659,0.644641
748,6.8024,0.136,6.7273,0.1345,0.265,0.598034
749,5.8236,0.1165,6.7294,0.1346,0.2642,0.733717
750,3.4464,0.0689,6.7354,0.1347,0.2633,0.728378
751,4.464,0.0893,6.6492,0.133,0.2625,0.607017
752,5.8011,0.116,6.6628,0.1333,0.2616,0.675557
753,8.1829,0.1637,6.685,0.1337,0.2608,0.694521
754,4.6293,0.0926,6.6086,0.1322,0.2599,0.78502
755,3.6688,0.0734,6.6103,0.1322,0.2591,0.594418
756,7.1853,0.1437,6.649,0.133,0.2582,0.720435
757,5.6703,0.1134,6.6391,0.1328,0.2574,0.648294
758,4.3313,0.0866,6.6511,0.133,0.2565,0.727546
759,7.0558,0.1411,6.61,0.1322,0.2557,0.665467
760,7.7074,0.1541,6.5708,0.1314,0.2548,0.500115
761,9.9604,0.1992,6.5786,0.1316,0.254,0.67628
762,5.398,0.108,6.5716,0.1314,0.2531,0.707341
763,6.3475,0.1269,6.5328,0.1307,0.2523,0.704905
764,2.6423,0.0528,6.4899,0.1298,0.2514,0.58643
765,6.2756,0.1255,6.4895,0.1298,0.2506,0.656378
766,12.5201,0.2504,6.4051,0.1281,0.2497,0.702022
767,5.2261,0.1045,6.4124,0.1282,0.2489,0.679503
768,4.8405,0.0968,6.4057,0.1281,0.248,0.590043
769,27.1292,0.5426,6.6255,0.1325,0.2472,0.528659
770,5.8613,0.1172,6.618,0.1324,0.2463,0.619193
771,4.4228,0.0885,6.6245,0.1325,0.2455,0.618187
772,7.0291,0.1406,6.5495,0.131,0.2446,0.658493
773,5.3072,0.1061,6.5514,0.131,0.2438,0.586933
774,7.8862,0.1577,6.5721,0.1314,0.2429,0.555521
775,4.9397,0.0988,6.5466,0.1309,0.2421,0.594436
776,2.9935,0.0599,6.5335,0.1307,0.2412,0.683735
777,5.4356,0.1087,6.5119,0.1302,0.2404,0.623995
778,3.4794,0.0696,6.4961,0.1299,0.2395,0.690069
779,5.2348,0.1047,6.4465,0.1289,0.2387,0.590343
780,18.0064,0.3601,6.5713,0.1314,0.2378,0.67357
781,5.0156,0.1003,6.5978,0.132,0.237,0.557305
782,5.3215,0.1064,6.5555,0.1311,0.2361,0.662086
783,5.0341,0.1007,6.5311,0.1306,0.2353,0.596719
784,17.4018,0.348,6.6052,0.1321,0.2344,0.615134
785,5.1742,0.1035,6.6311,0.1326,0.2336,0.546679
786,9.7618,0.1952,6.6467,0.1329,0.2327,0.660148
787,10.7813,0.2156,6.6719,0.1334,0.2319,0.493223
788,4.9569,0.0991,6.6733,0.1335,0.231,0.694903
789,6.6591,0.1332,6.6949,0.1339,0.2302,0.59409
790,2.4997,0.05,6.6233,0.1325,0.2293,0.728232
791,5.8781,0.1176,6.6575,0.1332,0.2285,0.644402
792,5.6024,0.112,6.6542,0.1331,0.2276,0.612061
793,6.9051,0.1381,6.6456,0.1329,0.2268,0.610237
794,18.7683,0.3754,6.7858,0.1357,0.2259,0.515121
795,4.1081,0.0822,6.6689,0.1334,0.2251,0.563039
796,5.738,0.1148,6.6641,0.1333,0.2242,0.619439
797,17.3063,0.3461,6.7668,0.1353,0.2234,0.621899
798,5.5282,0.1106,6.7617,0.1352,0.2225,0.689032
799,6.0053,0.1201,6.7865,0.1357,0.2217,0.565153
800,5.0801,0.1016,6.7959,0.1359,0.2208,0.582821
801,4.5584,0.0912,6.7931,0.1359,0.22,0.717225
802,7.6707,0.1534,6.7632,0.1353,0.2191,0.599429
803,7.8972,0.1579,6.7712,0.1354,0.2183,0.584621
804,4.6643,0.0933,6.7362,0.1347,0.2174,0.744849
805,2.7419,0.0548,6.7165,0.1343,0.2166,0.676425
806,5.7297,0.1146,6.7147,0.1343,0.2157,0.587408
807,4.5065,0.0901,6.6218,0.1324,0.2149,0.598409
808,4.6802,0.0936,6.6321,0.1326,0.214,0.721589
809,5.5117,0.1102,6.6345,0.1327,0.2132,0.690258
810,15.2673,0.3053,6.7431,0.1349,0.2123,0.656985
811,4.6842,0.0937,6.7263,0.1345,0.2115,0.56399
812,2.9462,0.0589,6.7124,0.1342,0.2106,0.675103
813,3.7881,0.0758,6.7007,0.134,0.2098,0.632082
814,6.8839,0.1377,6.5421,0.1308,0.2089,0.569683
815,6.9876,0.1398,6.5702,0.1314,0.2081,0.742011
816,8.3468,0.1669,6.6052,0.1321,0.2072,0.642579
817,9.9753,0.3837,6.6439,0.1347,0.2068,0.65742
818,8.3293,0.1666,6.6654,0.1351,0.2059,0.690696
819,3.4448,0.0689,6.6097,0.134,0.2051,0.719641
820,6.9979,0.14,6.6136,0.1341,0.2042,0.608343
821,4.8075,0.0962,6.6151,0.1341,0.2034,0.584663
822,5.6197,0.1124,6.5976,0.1338,0.2025,0.699783
823,5.9771,0.1195,6.6082,0.134,0.2017,0.597713
824,3.8082,0.0762,6.6265,0.1344,0.2008,0.63492
825,4.2945,0.0859,6.6322,0.1345,0.2,0.629907
826,4.2707,0.0854,6.6449,0.1347,0.1991,0.607933
827,5.7106,0.1142,6.6729,0.1353,0.1983,0.652419
828,6.0587,0.1212,6.6747,0.1353,0.1974,0.642546
829,5.2897,0.1058,6.6521,0.1349,0.1966,0.573417
830,9.6359,0.1927,6.7224,0.1363,0.1957,0.676852
831,4.848,0.097,6.7105,0.1361,0.1949,0.549614
832,3.7325,0.0747,6.6492,0.1348,0.194,0.647511
833,11.0102,0.2202,6.7274,0.1364,0.1932,0.694326
834,8.0992,0.162,6.7497,0.1368,0.1923,0.695783
835,4.496,0.0899,6.7174,0.1362,0.1915,0.62828
836,22.2827,0.4457,6.9007,0.1399,0.1906,0.591959
837,3.6729,0.0735,6.8606,0.1391,0.1898,0.669054
838,13.7094,0.2742,6.9143,0.1401,0.1889,0.620442
839,5.2405,0.1048,6.9045,0.1399,0.1881,0.826574
840,7.4426,0.1489,6.9302,0.1404,0.1872,0.757144
841,10.4438,0.2089,6.9725,0.1413,0.1864,0.612455
842,2.9429,0.0589,6.9411,0.1407,0.1855,0.647661
843,6.098,0.122,6.935,0.1405,0.1847,0.597515
844,5.2056,0.1041,6.9442,0.1407,0.1838,0.673667
845,4.8164,0.0963,6.8666,0.1392,0.183,0.696128
846,5.7614,0.1152,6.8672,0.1392,0.1821,0.582719
847,8.3241,0.1665,6.8844,0.1395,0.1813,0.593458
848,5.7616,0.1152,6.874,0.1393,0.1804,0.667009
849,6.52,0.1304,6.881,0.1395,0.1796,0.642611
850,5.1447,0.1029,6.8979,0.1398,0.1787,0.673808
851,9.3209,0.1864,6.9465,0.1408,0.1779,0.559333
852,5.675,0.1135,6.9453,0.1407,0.177,0.672403
853,5.5784,0.1116,6.9192,0.1402,0.1762,0.731194
854,4.2401,0.0848,6.9153,0.1401,0.1753,0.737156
855,1.9951,0.0399,6.8986,0.1398,0.1745,0.680287
856,3.7647,0.0753,6.8644,0.1391,0.1736,0.668715
857,3.5124,0.0702,6.8428,0.1387,0.1728,0.655483
858,3.5824,0.0716,6.8353,0.1385,0.1719,0.654146
859,10.2585,0.2052,6.8673,0.1392,0.1711,0.716815
860,4.0969,0.0819,6.8312,0.1385,0.1702,0.614656
861,2.8603,0.0572,6.7602,0.137,0.1694,0.592828
862,3.8283,0.0766,6.7445,0.1367,0.1685,0.534234
863,22.8985,0.458,6.91,0.14,0.1677,0.640616
864,5.673,0.1135,6.9404,0.1406,0.1668,0.605956
865,5.866,0.1173,6.9363,0.1406,0.166,0.713227
866,9.505,0.1901,6.9061,0.14,0.1651,0.63703
867,9.6042,0.1921,6.9499,0.1408,0.1643,0.668742
868,4.4905,0.0898,6.9464,0.1408,0.1634,0.637441
869,3.3349,0.0667,6.7084,0.136,0.1626,0.725572
870,4.1436,0.0829,6.6913,0.1357,0.1617,0.624579
871,6.4757,0.1295,6.7118,0.1361,0.1609,0.672933
872,18.2306,0.3646,6.8238,0.1383,0.16,0.591844
873,5.2726,0.1055,6.8235,0.1383,0.1592,0.624843
874,8.7449,0.1749,6.832,0.1385,0.1583,0.595793
875,9.5813,0.1916,6.8785,0.1394,0.1575,0.687053
876,4.1746,0.0835,6.8903,0.1396,0.1566,0.610652
877,3.3288,0.0666,6.8692,0.1392,0.1558,0.703311
878,3.7627,0.0753,6.872,0.1393,0.1549,0.655166
879,10.6856,0.2137,6.9265,0.1404,0.1541,0.642539
880,6.7224,0.1344,6.8137,0.1381,0.1532,0.549947
881,6.7204,0.1344,6.8308,0.1385,0.1524,0.614657
882,5.5694,0.1114,6.8332,0.1385,0.1515,0.644662
